,author,date,description,format,genre,pages,publisher,rating,title,url
324,Morgan Matson,['May 3rd 2016'],"Andie had it all planned out. When you are a politicians daughter whos pretty much raised yourself, you learn everything can be planned or spun, or both. Especially your future. Important internship? Check. Amazing friends? Check. Guys? Check (as long as were talking no more than three weeks).But that was before the scandal. Before having to be in the same house with her
Andie had it all planned out. When you are a politician’s daughter who’s pretty much raised yourself, you learn everything can be planned or spun, or both. Especially your future. Important internship? Check. Amazing friends? Check. Guys? Check (as long as we’re talking no more than three weeks).But that was before the scandal. Before having to be in the same house with her dad. Before walking an insane number of dogs. That was before Clark and those few months that might change her whole life. Because here’s the thing—if everything’s planned out, you can never find the unexpected. And where’s the fun in that?",Hardcover,Contemporary,519,['by Simon & Schuster Books for Young Readers'],4.03,The Unexpected Everything,https://www.goodreads.com/book/show/17838528-the-unexpected-everything?from_choice=true
325,Marieke Nijkamp,['January 5th 2016']," The #1 New York Times Bestseller A Buzzfeed Best Book of the DecadeA Paste Magazine Best Book of the Decade Everyone has a reason to fear the boy with the gun   10:00 a.m.:   The principal of Opportunity, Alabama's high school finishes her speech, welcoming the entire student body to a new semester and encouraging them to excel and achieve.10:02 a.m.: The students get up

The #1 New York Times Bestseller
A Buzzfeed Best Book of the DecadeA Paste Magazine Best Book of the Decade
Everyone has a reason to fear the boy with the gun…


10:00 a.m.:

 The principal of Opportunity, Alabama's high school finishes her speech, welcoming the entire student body to a new semester and encouraging them to excel and achieve.10:02 a.m.: The students get up to leave the auditorium for their next class.


 10:03:

 The auditorium doors won't open.


 10:05:

 Someone starts shooting.
In 54 minutes, four students must confront their greatest hopes, and darkest fears, as they come face-to-face with the boy with the gun.
Includes special bonus content: a letter from the author, discussion questions, two bonus chapters, a conversation with the author, and a playlist!
Praise for This Is Where It Ends: A Buzzfeed Best Book of the Decade A Paste Magazine Best Book of the Decade A BookRiot Best Book of the DecadeA Professional Book Nerds Best Book of the Decade ""Marieke Nijkamp's brutal, powerful fictional account of a school shooting is important in its timeliness."" —Bustle.com""A gritty, emotional, and suspenseful read and although fictionalized, it reflects on a problematic and harrowing issue across the nation."" —Buzzfeed""A compelling, brutal story of an unfortunately all-too familiar situation: a school shooting. Nijkamp portrays the events thoughtfully, recounting fifty-four intense minutes of bravery, love, and loss."" —BookRiot",Hardcover,Young Adult,286,['by Sourcebooks Fire'],3.68,This Is Where It Ends,https://www.goodreads.com/book/show/24529123-this-is-where-it-ends?from_choice=true
326,Kasie West,[],"Signed, sealed, deliveredWhile spacing out in chemistry class, Lily scribbles some of her favorite song lyrics onto her desk. The next day, she finds that someone has continued the lyrics on the desk and added a message to her. Intrigue!Soon, Lily and her anonymous pen pal are exchanging full-on letterssharing secrets, recommending bands, and opening up to each other. Lily
Signed, sealed, delivered…While spacing out in chemistry class, Lily scribbles some of her favorite song lyrics onto her desk. The next day, she finds that someone has continued the lyrics on the desk and added a message to her. Intrigue!Soon, Lily and her anonymous pen pal are exchanging full-on letters—sharing secrets, recommending bands, and opening up to each other. Lily realizes she’s kind of falling for this letter writer. Only, who is he? As Lily attempts to unravel the mystery and juggle school, friends, crushes, and her crazy family, she discovers that matters of the heart can’t always be spelled out…",Hardcover,Young Adult,330,['by Point'],4.08,P.S. I Like You,https://www.goodreads.com/book/show/25486998-p-s-i-like-you?from_choice=true
327,Brittany Cavallaro,['March 1st 2016'],"The last thing Jamie Watson wants is a rugby scholarship to Sherringford, a Connecticut prep school just an hour away from his estranged father. But thats not the only complication: Sherringford is also home to Charlotte Holmes, the famous detectives great-great-great-granddaughter, who has inherited not only Sherlocks genius but also his volatile temperament. From
The last thing Jamie Watson wants is a rugby scholarship to Sherringford, a Connecticut prep school just an hour away from his estranged father. But that’s not the only complication: Sherringford is also home to Charlotte Holmes, the famous detective’s great-great-great-granddaughter, who has inherited not only Sherlock’s genius but also his volatile temperament. From everything Jamie has heard about Charlotte, it seems safer to admire her from afar.From the moment they meet, there’s a tense energy between them, and they seem more destined to be rivals than anything else. But when a Sherringford student dies under suspicious circumstances, ripped straight from the most terrifying of the Sherlock Holmes stories, Jamie can no longer afford to keep his distance. Jamie and Charlotte are being framed for murder, and only Charlotte can clear their names. But danger is mounting and nowhere is safe—and the only people they can trust are each other.",Hardcover,Mystery,321,['by Katherine Tegen Books'],3.80,A Study in Charlotte,https://www.goodreads.com/book/show/23272028-a-study-in-charlotte?from_choice=true
328,Jennifer Niven,"['October 4th 2016', 'April 4th 2016)']","Everyone thinks they know Libby Strout, the girl once dubbed Americas Fattest Teen. But no ones taken the time to look past her weight to get to know who she really is. Following her moms death, shes been picking up the pieces in the privacy of her home, dealing with her heartbroken father and her own grief. Now, Libbys ready: for high school, for new friends, for love,
Everyone thinks they know Libby Strout, the girl once dubbed “America’s Fattest Teen.” But no one’s taken the time to look past her weight to get to know who she really is. Following her mom’s death, she’s been picking up the pieces in the privacy of her home, dealing with her heartbroken father and her own grief. Now, Libby’s ready: for high school, for new friends, for love, and for every possibility life has to offer. In that moment, I know the part I want to play here at MVB High. I want to be the girl who can do anything. Everyone thinks they know Jack Masselin, too. Yes, he’s got swagger, but he’s also mastered the impossible art of giving people what they want, of fitting in. What no one knows is that Jack has a newly acquired secret: he can’t recognize faces. Even his own brothers are strangers to him. He’s the guy who can re-engineer and rebuild anything, but he can’t understand what’s going on with the inner workings of his brain. So he tells himself to play it cool: Be charming. Be hilarious. Don’t get too close to anyone.Until he meets Libby. When the two get tangled up in a cruel high school game—which lands them in group counseling and community service—Libby and Jack are both pissed, and then surprised. Because the more time they spend together, the less alone they feel. Because sometimes when you meet someone, it changes the world, theirs and yours.",Hardcover,Young Adult,391,['by Alfred A. Knopf Books for Young Readers'],3.88,Holding Up the Universe,https://www.goodreads.com/book/show/28686840-holding-up-the-universe?from_choice=true
329,Meredith Russo,['May 3rd 2016'],"A new kind of big-hearted novel about being seen for who you really are.Amanda Hardy is the new girl in school. Like anyone else, all she wants is to make friends and fit in. But Amanda is keeping a secret, and she's determined not to get too close to anyone. But when she meets sweet, easygoing Grant, Amanda can't help but start to let him into her life. As they spend more
A new kind of big-hearted novel about being seen for who you really are.Amanda Hardy is the new girl in school. Like anyone else, all she wants is to make friends and fit in. But Amanda is keeping a secret, and she's determined not to get too close to anyone. But when she meets sweet, easygoing Grant, Amanda can't help but start to let him into her life. As they spend more time together, she realizes just how much she is losing by guarding her heart. She finds herself yearning to share with Grant everything about herself, including her past. But Amanda's terrified that once she tells him the truth, he won't be able to see past it. Because the secret that Amanda's been keeping? It's that at her old school, she used to be Andrew. Will the truth cost Amanda her new life, and her new love? Meredith Russo's If I Was Your Girl is a universal story about feeling different and a love story that everyone will root for.",Hardcover,Young Adult,280,['by Flatiron Books'],3.99,If I Was Your Girl,https://www.goodreads.com/book/show/26156987-if-i-was-your-girl?from_choice=true
330,Jeff Zentner,['March 8th 2016'],"Dill has had to wrestle with vipers his whole lifeat home, as the only son of a Pentecostal minister who urges him to handle poisonous rattlesnakes, and at school, where he faces down bullies who target him for his fathers extreme faith and very public fall from grace.The only antidote to all this venom is his friendship with fellow outcasts Travis and Lydia. But as they
Dill has had to wrestle with vipers his whole life—at home, as the only son of a Pentecostal minister who urges him to handle poisonous rattlesnakes, and at school, where he faces down bullies who target him for his father’s extreme faith and very public fall from grace.The only antidote to all this venom is his friendship with fellow outcasts Travis and Lydia. But as they are starting their senior year, Dill feels the coils of his future tightening around him. The end of high school will lead to new beginnings for Lydia, whose edgy fashion blog is her ticket out of their rural Tennessee town. And Travis is happy wherever he is thanks to his obsession with the epic book series Bloodfall and the fangirl who may be turning his harsh reality into real-life fantasy. Dill’s only escapes are his music and his secret feelings for Lydia—neither of which he is brave enough to share. Graduation feels more like an ending to Dill than a beginning. But even before then, he must cope with another ending—one that will rock his life to the core.Debut novelist Jeff Zentner provides an unblinking and at times comic view of the hard realities of growing up in the Bible Belt, and an intimate look at the struggles to find one’s true self in the wreckage of the past.",Hardcover,Young Adult,373,['by Crown Books for Young Readers'],4.17,The Serpent King,https://www.goodreads.com/book/show/25739107-the-serpent-king?from_choice=true
331,Amber   Smith,['March 22nd 2016'],"In the tradition of Speak, this extraordinary debut novel shares the unforgettable story of a young woman as she struggles to find strength in the aftermath of an assault.Eden was always good at being good. Starting high school didnt change who she was. But the night her brothers best friend rapes her, Edens world capsizes.What was once simple, is now complex. What Eden
In the tradition of Speak, this extraordinary debut novel shares the unforgettable story of a young woman as she struggles to find strength in the aftermath of an assault.Eden was always good at being good. Starting high school didn’t change who she was. But the night her brother’s best friend rapes her, Eden’s world capsizes.What was once simple, is now complex. What Eden once loved—who she once loved—she now hates. What she thought she knew to be true, is now lies. Nothing makes sense anymore, and she knows she’s supposed to tell someone what happened but she can’t. So she buries it instead. And she buries the way she used to be.Told in four parts—freshman, sophomore, junior, and senior year—this provocative debut reveals the deep cuts of trauma. But it also demonstrates one young woman’s strength as she navigates the disappointment and unbearable pains of adolescence, of first love and first heartbreak, of friendships broken and rebuilt, and while learning to embrace a power of survival she never knew she had hidden within her heart.",Hardcover,Young Adult,367,['by Margaret K. McElderry Books'],4.15,The Way I Used to Be,https://www.goodreads.com/book/show/25785649-the-way-i-used-to-be?from_choice=true
332,Jeff Garvin,['February 2nd 2016'],"The first thing youre going to want to know about me is: Am I a boy, or am I a girl?Riley Cavanaugh is many things: Punk rock. Snarky. Rebellious. And gender fluid. Some days Riley identifies as a boy, and others as a girl. The thing isRiley isnt exactly out yet. And between starting a new school and having a congressman father running for reelection in uber-conservative
The first thing you’re going to want to know about me is: Am I a boy, or am I a girl?Riley Cavanaugh is many things: Punk rock. Snarky. Rebellious. And gender fluid. Some days Riley identifies as a boy, and others as a girl. The thing is…Riley isn’t exactly out yet. And between starting a new school and having a congressman father running for reelection in uber-conservative Orange County, the pressure—media and otherwise—is building up in Riley’s so-called “normal” life.On the advice of a therapist, Riley starts an anonymous blog to vent those pent-up feelings and tell the truth of what it’s REALLY like to be a gender fluid teenager. But just as Riley’s starting to settle in at school—even developing feelings for a mysterious outcast—the blog goes viral, and an unnamed commenter discovers Riley’s real identity, threatening exposure. Riley must make a choice: walk away from what the blog has created—a lifeline, new friends, a cause to believe in—or stand up, come out, and risk everything.",Hardcover,Young Adult,335,['by Balzer + Bray'],4.17,Symptoms of Being Human,https://www.goodreads.com/book/show/22692740-symptoms-of-being-human?from_choice=true
333,Jenna Evans Welch,['May 3rd 2016'],"I made the wrong choice.Lina is spending the summer in Tuscany, but she isnt in the mood for Italys famous sunshine and fairy-tale landscape. Shes only there because it was her mothers dying wish that she get to know her father. But what kind of father isnt around for sixteen years? All Lina wants to do is get back home.But then she is given a journal that her mom had kept
“I made the wrong choice.”Lina is spending the summer in Tuscany, but she isn’t in the mood for Italy’s famous sunshine and fairy-tale landscape. She’s only there because it was her mother’s dying wish that she get to know her father. But what kind of father isn’t around for sixteen years? All Lina wants to do is get back home.But then she is given a journal that her mom had kept when she lived in Italy. Suddenly Lina’s uncovering a magical world of secret romances, art, and hidden bakeries. A world that inspires Lina, along with the ever-so-charming Ren, to follow in her mother’s footsteps and unearth a secret that has been kept for far too long. It’s a secret that will change everything she knew about her mother, her father—and even herself.People come to Italy for love and gelato, someone tells her, but sometimes they discover much more.",Hardcover,Young Adult,389,['by Simon Pulse'],4.11,Love & Gelato,https://www.goodreads.com/book/show/25756328-love-gelato?from_choice=true
334,Julie Buxbaum,['April 5th 2016'],"Everything about Jessie is wrong. At least, thats what it feels like during her first week of junior year at her new ultra-intimidating prep school in Los Angeles. Just when shes thinking about hightailing it back to Chicago, she gets an email from a person calling themselves Somebody/Nobody (SN for short), offering to help her navigate the wilds of Wood Valley High
Everything about Jessie is wrong. At least, that’s what it feels like during her first week of junior year at her new ultra-intimidating prep school in Los Angeles. Just when she’s thinking about hightailing it back to Chicago, she gets an email from a person calling themselves Somebody/Nobody (SN for short), offering to help her navigate the wilds of Wood Valley High School. Is it an elaborate hoax? Or can she rely on SN for some much-needed help?It’s been barely two years since her mother’s death, and because her father eloped with a woman he met online, Jessie has been forced to move across the country to live with her stepmonster and her pretentious teenage son.In a leap of faith—or an act of complete desperation—Jessie begins to rely on SN, and SN quickly becomes her lifeline and closest ally. Jessie can’t help wanting to meet SN in person. But are some mysteries better left unsolved?",Hardcover,Young Adult,328,['by Delacorte Press'],4.08,Tell Me Three Things,https://www.goodreads.com/book/show/25893582-tell-me-three-things?from_choice=true
335,Katie McGarry,['March 29th 2016'],"One moment of recklessness will change their worlds.Smart. Responsible. That's seventeen-year-old Breanna's role in her large family, and heaven forbid she put a toe out of line. Until one night of shockingly un-Breanna-like behavior puts her into a vicious cyber-bully's line of fireand brings fellow senior Thomas ""Razor"" Turner into her life. Razor lives for the Reign of
One moment of recklessness will change their worlds.Smart. Responsible. That's seventeen-year-old Breanna's role in her large family, and heaven forbid she put a toe out of line. Until one night of shockingly un-Breanna-like behavior puts her into a vicious cyber-bully's line of fire—and brings fellow senior Thomas ""Razor"" Turner into her life. Razor lives for the Reign of Terror motorcycle club, and good girls like Breanna just don't belong. But when he learns she's being blackmailed over a compromising picture of the two of them—a picture that turns one unexpected and beautiful moment into ugliness—he knows it's time to step outside the rules. And so they make a pact: he'll help her track down her blackmailer, and in return she'll help him seek answers to the mystery that's haunted him—one that not even his club brothers have been willing to discuss. But the more time they spend together, the more their feelings grow. And suddenly they're both walking the edge of discovering who they really are, what they want, and where they're going from here.",Hardcover,Young Adult,426,['by Harlequin TEEN'],4.25,Walk the Edge,https://www.goodreads.com/book/show/17928147-walk-the-edge?from_choice=true
336,Emery Lord,['April 5th 2016'],"We are seventeen and shattered and still dancing. We have messy, throbbing hearts, and we are stronger than anyone could ever knowJonah never thought a girl like Vivi would come along.Vivi didnt know Jonah would light up her world.Neither of them expected a summer like thisa summer that would rewrite their futures.In an unflinching story about new love, old wounds, and
We are seventeen and shattered and still dancing. We have messy, throbbing hearts, and we are stronger than anyone could ever know…Jonah never thought a girl like Vivi would come along.Vivi didn’t know Jonah would light up her world.Neither of them expected a summer like this…a summer that would rewrite their futures.In an unflinching story about new love, old wounds, and forces beyond our control, two teens find that when you collide with the right person at just the right time, it will change you forever.",Hardcover,Young Adult,352,['by Bloomsbury USA Childrens'],3.84,When We Collided,https://www.goodreads.com/book/show/25663637-when-we-collided?from_choice=true
337,Mindy McGinnis,['September 20th 2016'],"A contemporary YA novel that examines rape culture through alternating perspectives. Alex Craft knows how to kill someone. And she doesnt feel bad about it.Three years ago, when her older sister, Anna, was murdered and the killer walked free, Alex uncaged the language she knows bestthe language of violence. While her own crime goes unpunished, Alex knows she cant be
A contemporary YA novel that examines rape culture through alternating perspectives. Alex Craft knows how to kill someone. And she doesn’t feel bad about it.Three years ago, when her older sister, Anna, was murdered and the killer walked free, Alex uncaged the language she knows best—the language of violence. While her own crime goes unpunished, Alex knows she can’t be trusted among other people. Not with Jack, the star athlete who wants to really know her but still feels guilty over the role he played the night Anna’s body was discovered. And not with Peekay, the preacher’s kid with a defiant streak who befriends Alex while they volunteer at an animal shelter. Not anyone.As their senior year unfolds, Alex’s darker nature breaks out, setting these three teens on a collision course that will change their lives forever.",Hardcover,Young Adult,352,['by Katherine Tegen Books'],4.19,The Female of the Species,https://www.goodreads.com/book/show/28512548-the-female-of-the-species?from_choice=true
338,C.L. Stone,['April 25th 2016'],"The time has finally come for Sang Sorenson to be formally introduced to the Academy. Protocol dictates the boys keep the details of Sangs official introduction to the Academy a secret from her. The only thing they can advise her to do is to work on what will become her mantra: She is determined to stay with her team, no matter what. Despite her wishes, however, the boys
The time has finally come for Sang Sorenson to be formally introduced to the Academy. Protocol dictates the boys keep the details of Sang’s official introduction to the Academy a secret from her. The only thing they can advise her to do is to work on what will become her mantra: She is determined to stay with her team, no matter what. Despite her wishes, however, the boys are second-guessing her place with them, concerned for her safety. With dangers all around and threats closing in, some of the boys are questioning if this is the right time to bring her to meet the Academy at all. Sang is challenged with being the brave face among them and instilling the confidence needed to keep her with them. However, in order to appear compliant with the Academy’s rules, she has to be willing to listen and try their suggestions. As the boys have suspected and feared, the council wants to see how she’ll work with a different team. An all-girl team. She has no choice but to go along with the proposal or risk losing a shot at the Academy. But when the Academy’s inner world is revealed to her, Sang knows that she’s finally found her place—somewhere she belongs—and she sees a future with them. The deeper she gets, the more she sees how she can make a difference. Learning what she is capable of and the impact she can have, she feels obligated to help. There’s so few girls, and they need her. The guys try to stick to their plan, but every team must pay their debts, and the cost of keeping her might be more than any of them can afford.  It’s up to Sang alone to prove to the Academy where she truly belongs—but can she resist the call of a new team that needs her? The Academy, Inside",Paperback,Polyamorous,435,['by Arcato Publishing'],4.50,First Kiss,https://www.goodreads.com/book/show/30065209-first-kiss?from_choice=true
339,Catherine Doyle,['January 7th 2016'],"Romeo and Juliet meets The Godfather in the second installment of Catherine Doyle's Blood for Blood series.Sophie's life has been turned upside-down, and she's determined to set things right. But Nic, the Falcone brother who represents everything she's trying to forget, won't give up on their love - and it's Luca's knife she clutches for comfort. Soon another mafia clan
Romeo and Juliet meets The Godfather in the second installment of Catherine Doyle's Blood for Blood series.Sophie's life has been turned upside-down, and she's determined to set things right. But Nic, the Falcone brother who represents everything she's trying to forget, won't give up on their love - and it's Luca's knife she clutches for comfort. Soon another mafia clan spoils the fragile peace - and with her heart drawn in one direction and her blood in another, Sophie's in deeper than ever.",Paperback,Young Adult,416,['by Chicken House'],4.49,Inferno,https://www.goodreads.com/book/show/25022128-inferno?from_choice=true
340,Sarah J. Maas,['May 3rd 2016'],"Feyre survived Amarantha's clutches to return to the Spring Courtbut at a steep cost. Though she now has the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people.Nor has Feyre forgotten her bargain with Rhysand, High Lord of the feared Night Court. As Feyre navigates its dark web of politics, passion,
Feyre survived Amarantha's clutches to return to the Spring Court—but at a steep cost. Though she now has the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people.Nor has Feyre forgotten her bargain with Rhysand, High Lord of the feared Night Court. As Feyre navigates its dark web of politics, passion, and dazzling power, a greater evil looms—and she might be key to stopping it. But only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her future—and the future of a world torn apart.",Hardcover,Fantasy,626,['by Bloomsbury USA Childrens'],4.65,A Court of Mist and Fury,https://www.goodreads.com/book/show/26073150-a-court-of-mist-and-fury?from_choice=true
341,Cassandra Clare,['March 8th 2016'],"The Shadowhunters of Los Angeles star in the first novel in Cassandra Clares newest series, The Dark Artifices, a sequel to the internationally bestselling Mortal Instruments series. Lady Midnight is a Shadowhunters novel.Its been five years since the events of City of Heavenly Fire that brought the Shadowhunters to the brink of oblivion. Emma Carstairs is no longer a
The Shadowhunters of Los Angeles star in the first novel in Cassandra Clare’s newest series, The Dark Artifices, a sequel to the internationally bestselling Mortal Instruments series. Lady Midnight is a Shadowhunters novel.It’s been five years since the events of City of Heavenly Fire that brought the Shadowhunters to the brink of oblivion. Emma Carstairs is no longer a child in mourning, but a young woman bent on discovering what killed her parents and avenging her losses.Together with her parabatai Julian Blackthorn, Emma must learn to trust her head and her heart as she investigates a demonic plot that stretches across Los Angeles, from the Sunset Strip to the enchanted sea that pounds the beaches of Santa Monica. If only her heart didn’t lead her in treacherous directions…Making things even more complicated, Julian’s brother Mark—who was captured by the faeries five years ago—has been returned as a bargaining chip. The faeries are desperate to find out who is murdering their kind—and they need the Shadowhunters’ help to do it. But time works differently in faerie, so Mark has barely aged and doesn’t recognize his family. Can he ever truly return to them? Will the faeries really allow it? Glitz, glamours, and Shadowhunters abound in this heartrending opening to Cassandra Clare’s Dark Artifices series.",Hardcover,Fantasy,698,['by Margaret K. McElderry Books'],4.42,Lady Midnight,https://www.goodreads.com/book/show/25494343-lady-midnight?from_choice=true
342,Sarah J. Maas,['September 6th 2016'],"This is a previously published edition of ISBN 9781619636071. An alternative cover edition for this ISBN can be found here.Kingdoms will collide.The long path to the throne has only just begun for Aelin Galathynius as war looms on the horizon. Loyalties have been broken and bought, friends have been lost and gained, and those who possess magic find themselves at odds with
This is a previously published edition of ISBN 9781619636071. An alternative cover edition for this ISBN can be found here.Kingdoms will collide.The long path to the throne has only just begun for Aelin Galathynius as war looms on the horizon. Loyalties have been broken and bought, friends have been lost and gained, and those who possess magic find themselves at odds with those who don't.With her heart sworn to the warrior-prince by her side, and her fealty pledged to the people she is determined to save, Aelin will delve into the depths of her power to protect those she loves. But as monsters emerge from the horrors of the past, and dark forces become poised to claim her world, the only chance for salvation will lie in a desperate quest that may mark the end of everything Aelin holds dear.In this breathtaking fifth installment of the New York Times bestselling Throne of Glass series, Aelin will have to choose what—and who—to sacrifice if she's to keep the world of Erilea from breaking apart.",Hardcover,Fantasy,689,"[""by Bloomsbury Children's Books""]",4.56,Empire of Storms,https://www.goodreads.com/book/show/28260587-empire-of-storms?from_choice=true
343,Leigh Bardugo,['September 20th 2016'],"Welcome to the world of the Grisha.Kaz Brekker and his crew of deadly outcasts have just pulled off a heist so daring even they didn't think they'd survive. But instead of divvying up a fat reward, they're right back to fighting for their lives.Double-crossed and badly weakened, the crew is low on resources, allies, and hope. As powerful forces from around the world
Welcome to the world of the Grisha.Kaz Brekker and his crew of deadly outcasts have just pulled off a heist so daring even they didn't think they'd survive. But instead of divvying up a fat reward, they're right back to fighting for their lives.Double-crossed and badly weakened, the crew is low on resources, allies, and hope. As powerful forces from around the world descend on Ketterdam to root out the secrets of the dangerous drug known as jurda parem, old rivals and new enemies emerge to challenge Kaz's cunning and test the team's fragile loyalties.A war will be waged on the city's dark and twisting streets - a battle for revenge and redemption that will decide the fate of the Grisha world.",Hardcover,Fantasy,546,['by Henry Holt and Company'],4.60,Crooked Kingdom,https://www.goodreads.com/book/show/27840861-crooked-kingdom?from_choice=true
344,Maggie Stiefvater,['April 26th 2016'],"The fourth and final installment in the spellbinding series from the irrepressible, #1 New York Times bestselling author Maggie Stiefvater.All her life, Blue has been warned that she will cause her true love's death. She doesn't believe in true love and never thought this would be a problem, but as her life becomes caught up in the strange and sinister world of the Raven
The fourth and final installment in the spellbinding series from the irrepressible, #1 New York Times bestselling author Maggie Stiefvater.All her life, Blue has been warned that she will cause her true love's death. She doesn't believe in true love and never thought this would be a problem, but as her life becomes caught up in the strange and sinister world of the Raven Boys, she's not so sure anymore.",Hardcover,Fantasy,439,['by Scholastic Press'],4.29,The Raven King,https://www.goodreads.com/book/show/17378527-the-raven-king?from_choice=true
345,Victoria Aveyard,['February 9th 2016'],"If theres one thing Mare Barrow knows, its that shes different.Mare Barrows blood is redthe color of common folkbut her Silver ability, the power to control lightning, has turned her into a weapon that the royal court tries to control. The crown calls her an impossibility, a fake, but as she makes her escape from Maven, the princethe friendwho betrayed her, Mare uncovers
If there’s one thing Mare Barrow knows, it’s that she’s different.Mare Barrow’s blood is red—the color of common folk—but her Silver ability, the power to control lightning, has turned her into a weapon that the royal court tries to control. The crown calls her an impossibility, a fake, but as she makes her escape from Maven, the prince—the friend—who betrayed her, Mare uncovers something startling: she is not the only one of her kind.Pursued by Maven, now a vindictive king, Mare sets out to find and recruit other Red-and-Silver fighters to join in the struggle against her oppressors. But Mare finds herself on a deadly path, at risk of becoming exactly the kind of monster she is trying to defeat. Will she shatter under the weight of the lives that are the cost of rebellion? Or have treachery and betrayal hardened her forever?The electrifying next installment in the Red Queen series escalates the struggle between the growing rebel army and the blood-segregated world they’ve always known—and pits Mare against the darkness that has grown in her soul.",Hardcover,Fantasy,444,['by HarperTeen'],3.90,Glass Sword,https://www.goodreads.com/book/show/23174274-glass-sword?from_choice=true
346,Kiera Cass,['May 3rd 2016'],"When Eadlyn became the first princess of Illéa to hold her own Selection, she didnt think she would fall in love with any of her thirty-five suitors. She spent the first few weeks of the competition counting down the days until she could send them all home. But as events at the palace force Eadlyn even further into the spotlight, she realizes that she might not be content
When Eadlyn became the first princess of Illéa to hold her own Selection, she didn’t think she would fall in love with any of her thirty-five suitors. She spent the first few weeks of the competition counting down the days until she could send them all home. But as events at the palace force Eadlyn even further into the spotlight, she realizes that she might not be content remaining alone.Eadlyn still isn’t sure she’ll find the fairytale ending her parents did twenty years ago. But sometimes the heart has a way of surprising you…and soon Eadlyn must make a choice that feels more impossible—and more important—than she ever imagined.",Hardcover,Young Adult,278,['by HarperTeen'],3.78,The Crown,https://www.goodreads.com/book/show/26074181-the-crown?from_choice=true
347,Brandon Sanderson,['February 16th 2016'],"When Calamity lit up the sky, the Epics were born. Davids fate has been tied to their villainy ever since that historic night. Steelheart killed his father. Firefight stole his heart. And now Regalia has turned his closest ally into a dangerous enemy.David knew Profs secret, and kept it even when the Reckoners leader struggled to control the effects of his Epic powers. But
When Calamity lit up the sky, the Epics were born. David’s fate has been tied to their villainy ever since that historic night. Steelheart killed his father. Firefight stole his heart. And now Regalia has turned his closest ally into a dangerous enemy.David knew Prof’s secret, and kept it even when the Reckoners’ leader struggled to control the effects of his Epic powers. But facing Obliteration in Babilar was too much. Prof has now embraced his Epic destiny. He’s disappeared into those murky shadows of menace Epics are infamous for the world over, and everyone knows there’s no turning back. . . . But everyone is wrong. Redemption is possible for Epics—Megan proved it. They’re not lost. Not completely. And David is just about crazy enough to face down the most powerful High Epic of all to get his friend back. Or die trying.",Hardcover,Fantasy,417,['by Delacorte Press'],4.19,Calamity,https://www.goodreads.com/book/show/15704486-calamity?from_choice=true
348,Marissa Meyer,['November 8th 2016'],"Long before she was the terror of Wonderlandthe infamous Queen of Heartsshe was just a girl who wanted to fall in love.Catherine may be one of the most desired girls in Wonderland, and a favorite of the unmarried King of Hearts, but her interests lie elsewhere. A talented baker, all she wants is to open a shop with her best friend. But according to her mother, such a goal
Long before she was the terror of Wonderland—the infamous Queen of Hearts—she was just a girl who wanted to fall in love.Catherine may be one of the most desired girls in Wonderland, and a favorite of the unmarried King of Hearts, but her interests lie elsewhere. A talented baker, all she wants is to open a shop with her best friend. But according to her mother, such a goal is unthinkable for the young woman who could be the next queen.Then Cath meets Jest, the handsome and mysterious court joker. For the first time, she feels the pull of true attraction. At the risk of offending the king and infuriating her parents, she and Jest enter into an intense, secret courtship. Cath is determined to define her own destiny and fall in love on her terms. But in a land thriving with magic, madness, and monsters, fate has other plans.In her first stand-alone teen novel, the New York Times-bestselling author dazzles us with a prequel to Alice's Adventures in Wonderland.",Hardcover,Fantasy,453,['by Feiwel & Friends'],4.05,Heartless,https://www.goodreads.com/book/show/18584855-heartless?from_choice=true
349,Sabaa Tahir,['August 30th 2016'],"Elias and Laia are running for their lives. After the events of the Fourth Trial, Martial soldiers hunt the two fugitives as they flee the city of Serra and undertake a perilous journey through the heart of the Empire.Laia is determined to break into Kaufthe Empires most secure and dangerous prisonto save her brother, who is the key to the Scholars survival. And Elias is
Elias and Laia are running for their lives. After the events of the Fourth Trial, Martial soldiers hunt the two fugitives as they flee the city of Serra and undertake a perilous journey through the heart of the Empire.Laia is determined to break into Kauf—the Empire’s most secure and dangerous prison—to save her brother, who is the key to the Scholars’ survival. And Elias is determined to help Laia succeed, even if it means giving up his last chance at freedom.But dark forces, human and otherworldly, work against Laia and Elias. The pair must fight every step of the way to outsmart their enemies: the bloodthirsty Emperor Marcus, the merciless Commandant, the sadistic Warden of Kauf, and, most heartbreaking of all, Helene—Elias’s former friend and the Empire’s newest Blood Shrike.Bound to Marcus’s will, Helene faces a torturous mission of her own—one that might destroy her: find the traitor Elias Veturius and the Scholar slave who helped him escape…and kill them both.",Hardcover,Fantasy,452,['by Razorbill'],4.30,A Torch Against the Night,https://www.goodreads.com/book/show/25558608-a-torch-against-the-night?from_choice=true
