author,description,format,genre,month,pages,publisher,rating,title,year
Sandhya Menon,"Dimple Shah has it all figured out. With graduation behind her, she’s more than ready for a break from her family, from Mamma’s inexplicable obsession with her finding the “Ideal Indian Husband.” Ugh. Dimple knows they must respect her principles on some level, though. If they truly believed she needed a husband right now, they wouldn’t have paid for her to attend a summer",Hardcover,Young Adult,May,380,Simon Pulse,3.74,When Dimple Met Rishi,2017
Kasie West,An irresistible story from Kasie West that explores the timeless question: What do you do when you fall for the person you least expect?,Paperback,Young Adult,January,346,HarperTeen,3.85,By Your Side,2017
Becky Albertalli,"Seventeen-year-old Molly Peskin-Suso knows all about unrequited love—she’s lived through it twenty-six times. She crushes hard and crushes often, but always in secret. Because no matter how many times her twin sister, Cassie, tells her to woman up, Molly can’t stomach the idea of rejection. So she’s careful. Fat girls ",Hardcover,Young Adult,April,336,Balzer + Bray,4.01,The Upside of Unrequited,2017
Adam Silvera,"When Griffin’s first love and ex-boyfriend, Theo, dies in a drowning accident, his universe implodes. Even though Theo had moved to California for college and started seeing Jackson, Griffin never doubted Theo would come back to him when the time was right. But now, the future he’s been imagining for himself has gone far off course.",Hardcover,Young Adult,January,292,Soho Teen,4.09,History Is All You Left Me,2017
Benjamin Alire Sáenz,<i>The first day of senior year:</i>,Hardcover,Young Adult,March,452,Clarion Books,4.14,The Inexplicable Logic of My Life,2017
Robin Roe,"When Adam Blake lands the best elective ever in his senior year, serving as an aide to the school psychologist, he thinks he’s got it made. Sure, it means a lot of sitting around, which isn’t easy for a guy with ADHD, but he can’t complain, since he gets to spend the period texting all his friends. Then the doctor asks him to track down the troubled freshman who keeps dodg",Hardcover,Young Adult,January,310,Disney-Hyperion,4.31,A List of Cages,2017
Adam Silvera,<b>Adam Silvera reminds us that there’s no life without death and no love without loss in this devastating yet uplifting story about two people whose lives change over the course of one unforgettable day.</b>,Hardcover,Young Adult,September,373,HarperTeen,4.15,They Both Die at the End,2017
Chris Colfer,"Cash Carter is the young, world famous lead actor of the hit television Wiz Kids. When four fans jokingly invite him on a cross-country road trip, they are shocked that he actually takes them up on it. Chased by paparazzi and hounded by reporters, this unlikely crew takes off on a journey of a lifetime--but along the way they discover that the star they love has deep secre",Hardcover,Young Adult,February,295,"Little, Brown Books for Young Readers",3.82,Stranger Than Fanfiction,2017
Nina LaCour,"<i>You go through life thinking there’s so much you need…<br/><br/>Until you leave with only your phone, your wallet, and a picture of your mother.</i>",Hardcover,Young Adult,February,236,Dutton Books for Young Readers,3.97,We Are Okay,2017
Jeff Zentner,<i>What if you could spend one last day with someone you lost?</i>,Hardcover,Young Adult,March,399,Crown Books for Young Readers,4.19,Goodbye Days,2017
Christina Lauren,"Three years ago, Tanner Scott’s family relocated from California to Utah, a move that nudged the bisexual teen temporarily back into the closet. Now, with one semester of high school to go, and no obstacles between him and out-of-state college freedom, Tanner plans to coast through his remaining classes and clear out of Utah.",Hardcover,Young Adult,September,407,Simon & Schuster Books for Young Readers,4.36,Autoboyography,2017
Jennifer Mathieu,<i>Moxie girls fight back!</i>,Hardcover,Young Adult,September,330,Roaring Brook Press,4.36,Moxie,2017
Sarah J. Maas,Looming war threatens all Feyre holds dear in the third volume of the #1 ,Paperback,Fantasy,May,699,Bloomsbury Childrens Books,4.50,A Court of Wings and Ruin,2017
Cassandra Clare,<i>Would you trade your soul mate for your soul?</i>,Hardcover,Fantasy,May,699,Margaret K. McElderry Books,4.54,Lord of Shadows,2017
Victoria Aveyard,"<i>When the Lightning Girl’s spark is gone, who will light the way for the rebellion?</i>",Hardcover,Fantasy,February,507,HarperTeen,4.02,King's Cage,2017
Laini Taylor,"<b>The dream chooses the dreamer, not the other way around—</b>",Hardcover,Fantasy,March,536,"Little, Brown Books for Young Readers",4.37,Strange the Dreamer,2017
Stephanie Garber,"<i>Remember, it’s only a game…</i>",Hardcover,Fantasy,January,407,Flatiron Books,3.94,Caraval,2017
Sarah J. Maas,"<b>In the next installment of the <i>New York Times</i> bestselling <i>Throne of Glass series</i>, follow Chaol on his sweeping journey to a distant empire.</b>",Hardcover,Fantasy,September,672,Bloomsbury USA Childrens,4.43,Tower of Dawn,2017
Marie Lu,"<b>For the millions who log in every day, Warcross isn’t just a game—it’s a way of life.</b>",Hardcover,Young Adult,September,353,G.P. Putnam’s Sons Books for Young Readers,4.20,Warcross,2017
Neal Shusterman,<i>Thou shalt kill.</i>,Hardcover,Young Adult,November,435,Simon  Schuster Books for Young Readers,4.36,Scythe,2016
Veronica Roth,"<i>In a galaxy powered by the current, everyone has a gift.</i>",Hardcover,Young Adult,January,468,Katherine Tegen Books,3.77,Carve the Mark,2017
Victoria Schwab,THE WORLD IS BREAKING. AND SO ARE THEY.,Hardcover,Fantasy,June,510,Greenwillow Books,4.23,Our Dark Duet,2017
S. Jae-Jones,"<i>The last night of the year. Now the days of winter begin and the Goblin King rides abroad, searching for his bride....</i>",Hardcover,Fantasy,February,436,Thomas Dunne Books,3.58,Wintersong,2017
Renée Ahdieh,"The only daughter of a prominent samurai, Mariko has always known she’d been raised for one purpose and one purpose only: to marry. Never mind her cunning, which rivals that of her twin brother, Kenshin, or her skills as an accomplished alchemist. Since Mariko was not born a boy, her fate was sealed the moment she drew her first breath.",Hardcover,Fantasy,May,392,G.P. Putnam's Sons,3.93,Flame in the Mist,2017
Philip Pullman,Malcolm Polstead is the kind of boy who notices everything but is not much noticed himself. And so perhaps it was inevitable that he would become a spy...,Hardcover,Fantasy,October,449,Alfred A. Knopf,4.19,La Belle Sauvage,2017
Leigh Bardugo,<i>Love speaks in flowers. Truth requires thorns.</i>,Hardcover,Fantasy,September,281,Imprint,4.46,The Language of Thorns: Midnight Tales and Dangerous Magic,2017
Alwyn Hamilton,<i>Rebel by chance. Traitor by choice.</i>,Hardcover,Fantasy,March,518,Viking,4.34,Traitor to the Throne,2017
Samantha Shannon,"The hotly anticipated third book in the bestselling Bone Season series – a ground-breaking, dystopian fantasy of extraordinary imagination",Hardcover,Fantasy,March,384,Bloomsbury USA,4.15,The Song Rising,2017
Maggie Stiefvater,"<b>From bestselling author Maggie Stiefvater, a gripping tale of darkness, miracles, and family. Saints. Miracles. Family. Romance. Death. Redemption.</b>",Hardcover,Fantasy,October,320,Scholastic Press,3.85,All the Crooked Saints,2017
Morgan Rhodes,"The ruthless Empress Amara of Kraeshia has taken the Mytican throne, and now uncertainty looms over the three kingdoms. Since Lucia unleashed the fire Kindred, wreaking havoc throughout the land, Myticans have been looking for someone—anyone—they can trust. They believe in Amara, not knowing her grand promises are built on lies.",Hardcover,Fantasy,December,379,Razorbill,4.27,Crystal Storm,2016
Sarah Rees Brennan,"<i>“What’s your name?”<br/><br/>“Serene.”<br/><br/>“Serena?” Elliot asked.<br/><br/>“Serene,” said Serene. “My full name is Serene-Heart-in-the-Chaos-of-Battle.”<br/><br/>Elliot’s mouth fell open. “That is badass.”</i>",Hardcover,Fantasy,August,437,Big Mouth House                          (first published June 10th 2014,4.36,In Other Lands,2014
Laurie Forest,<i>A new Black Witch will rise…her powers vast beyond imagining.</i>,Hardcover,Fantasy,May,601, Harlequin Teen,3.94,The Black Witch,2017
Rick Riordan,"Magnus Chase, son of Frey, the god of summer and health, isn't naturally inclined toward being a brave warrior. Still, with the help of his motley group of friends, he has achieved deeds he never would have thought possible. Now he faces his most dangerous trial yet.",Hardcover,Fantasy,October,410,Disney-Hyperion,4.38,The Ship of the Dead,2017
Rick Riordan,"Zeus has punished his son Apollo--god of the sun, music, archery, poetry, and more--by casting him down to earth in the form of a gawky, acne-covered sixteen-year-old mortal named Lester. The only way Apollo can reclaim his rightful place on Mount Olympus is by restoring several Oracles that have gone dark. What is affecting the Oracles, and how can Apollo/Lester do anythi",Hardcover,Fantasy,May,414,Disney-Hyperion,4.26,The Dark Prophecy,2017
Jennifer Donnelly,"Smart, bookish Belle, a captive in the Beast’s castle, has become accustomed to her new home and has befriended its inhabitants. When she comes upon ",Hardcover,Fantasy,January,341,Disney Press,3.91,Beauty and the Beast: Lost in a Book,2017
Chris Colfer,<b>The epic conclusion to Chris Colfer's #1 New York Times bestselling series The Land of Stories!</b>,Hardcover,Fantasy,July,480,"Little, Brown Books for Young Readers",4.55,Worlds Collide,2017
Hena Khan,"Amina has never been comfortable in the spotlight. She is happy just hanging out with her best friend, Soojin. Except now that she’s in middle school everything feels different. Soojin is suddenly hanging out with Emily, one of the “cool” girls in the class, and even talking about changing her name to something more “American.” Does Amina need to start changing too? Or hid",Hardcover,Childrens,March,208,Salaam Reads / Simon  Schuster Books for Young Readers,4.00,Amina's Voice,2017
Jack Cheng,"A space-obsessed boy and his dog, Carl Sagan, take a journey toward family, love, hope, and awe in this funny and moving novel for fans of Counting by 7s, Walk Two Moons, and The Curious Incident of the Dog in the Night-Time.",Hardcover,Childrens,February,315,Dial Books,4.04,See You in the Cosmos,2017
Lauren Wolk,<b>From the author of the critically acclaimed <i>Wolf Hollow</i> comes a moving story of identity and belonging.</b>,Hardcover,Historical,May,304,Dutton Books for Young Readers,4.12,Beyond the Bright Sea,2017
Brandon Mull,"In the hidden dragon sanctuary of Wyrmroost, Celebrant the Just, King of the Dragons, plots his revenge. He has long seen the sanctuaries as prisons, and he wants nothing more than to overthrow his captors and return the world to the Age of Dragons, when he and his kind ruled and reigned without borders. The time has come to break free and reclaim his power.",Hardcover,Fantasy,March,384,Shadow Mountain,4.32,Dragonwatch,2017
Barbara Dee,<b>Mattie is chosen to play Romeo opposite her crush in the eighth grade production of Shakespeare’s most beloved play in this Romeo and Juliet inspired novel from the author of <i>Truth or Dare.</i></b>,Hardcover,Childrens,March,277,Aladdin,4.24,Star-Crossed,2017
Melissa de la Cruz,<i>Ride with the tide! </i>,Hardcover,Fantasy,May,304,Disney-Hyperion,4.08,Rise of the Isle of the Lost,2017
Lisa   Thompson,"Matthew Corbin suffers from severe obsessive-compulsive disorder. He hasn't been to school in weeks. His hands are cracked and bleeding from cleaning. He refuses to leave his bedroom. To pass the time, he observes his neighbors from his bedroom window, making mundane notes about their habits as they bustle about the cul-de-sac. ",Hardcover,Mystery,February,320,Scholastic Press,4.10,The Goldfish Boy,2017
Ellen Oh,"Whether it is basketball dreams, family fiascos, first crushes, or new neighborhoods, this bold anthology—written by the best children’s authors—celebrates the uniqueness and universality in all of us.",Hardcover,Short Stories,January,240,Crown Books for Young Readers,4.11,Flying Lessons & Other Stories,2017
Soman Chainani,"With every end comes a new beginning in the fourth installment of Soman Chainani’s New York Times bestselling School for Good and Evil series, Quests for Glory. Join Sophie, Agatha, Tedros, and the other students as they begin a new era in the Endless Woods—The Camelot Years—where Evers and Nevers alike must move beyond the bounds of school and into the biggest, boldest ad",Hardcover,Fantasy,September,568,HarperCollins,4.29,Quests for Glory,2017
Katherine Applegate,"<i>Trees can't tell jokes, but they can certainly tell stories. . . .</i>",Hardcover,Childrens,September,224,Feiwel & Friends,4.30,Wishtree,2017
Tui T. Sutherland,"The war is over. The false prophecy has been fulfilled. But the dragonets still have enemies. A dark evil, buried for centuries, is stirring.",Hardcover,Fantasy,December,336,Scholastic Press,4.60,Talons of Power,2016
Ali Standish,"Ethan had been many things. He was always ready for adventure and always willing to accept a dare, especially from his best friend, Kacey. But that was before. Before the accident that took Kacey from him. Before his family moved from Boston to the small town of Palm Knot, Georgia.",Hardcover,Childrens,January,368,HarperCollins,4.29,The Ethan I Was Before,2017
Sally J. Pla,Charlie wishes his life could be as predictable and simple as chicken nuggets.,Hardcover,Childrens,January,327,HarperCollins,4.27,The Someday Birds,2017
Jonathan Stroud,"Five months after the events in THE CREEPING SHADOW, we join Lockwood, Lucy, George, Holly, and their associate Quill Kipps on a perilous night mission: they have broken into the booby-trapped Fittes Mausoleum, where the body of the legendary psychic heroine Marissa Fittes lies. Or does it?",Hardcover,Fantasy,September,437,Disney-Hyperion,4.59,The Empty Grave,2017
Kimberly Brubaker Bradley,"Ada and her younger brother, Jamie, now have a permanent home with their loving legal guardian, Susan Smith. Although Jamie adapts more easily, Ada still struggles with the aftermath of her old life, and how to fit into her new life.",Hardcover,Historical,October,389,Dial Books,4.52,The War I Finally Won,2017
Lauren Baratz-Logsted,"It’s 1969 and the country is gearing up for what looks to be the most exciting moment in U.S. history: men landing on the moon. Ten-year-old Mamie’s class is given an assignment to write letters to the astronauts. All the girls write to Neil Armstrong (""So cute!"") and all the boys write to Buzz Aldrin (""So cool!""). Only Mamie writes to Michael Collins, the astronaut who wi",Hardcover,Historical,June,240,"Farrar, Straus and Giroux (BYR",4.14,"I Love You, Michael Collins",2017
R.J. Palacio,"The unforgettable bestseller Wonder, soon to be a major motion picture, has inspired a nationwide movement to Choose Kind. Now parents and educators can introduce the importance of choosing kind to younger readers with this gorgeous picture book, featuring Auggie and Daisy on an original adventure, written and illustrated by R. J. Palacio.",Hardcover,Childrens,March,32,Alfred A. Knopf Books for Young Readers,4.29,We're All Wonders,2017
Malala Yousafzai,"<b>Nobel Peace Prize winner and New York Times bestselling author Malala Yousafzai's first picture book, inspired by her own childhood.</b>",Hardcover,Childrens,October,48,"Little, Brown Books for Young Readers                          (first published October 3rd 2017",4.53,Malala's Magic Pencil,2017
Chelsea Clinton,"<b>Chelsea Clinton introduces tiny feminists, mini activists and little kids who are ready to take on the world to thirteen inspirational women who never took no for an answer, and who always, inevitably and without fail, persisted.</b>",Hardcover,Childrens,May,32,Philomel Books,4.42,She Persisted: 13 American Women Who Changed the World,2017
Kate Messner,In this gorgeous companion to the acclaimed ,Hardcover,Childrens,March,48,Chronicle Books,4.04,Over and Under the Pond,2017
Emily Jenkins,"From a heavyweight author-and-illustrator duo comes a delicious tongue twister of a picture book that features a little round greyhound and a little round groundhog. With very spare, incredibly lively language, this is an entertaining read-aloud, with two amazing and oh-so-adorable characters at its heart. ",Hardcover,Childrens,January,32,Schwartz & Wade Books,3.60,"A Greyhound, a Groundhog",2017
Mac Barnett,"<b>Multi-award-winning, New York Times best-selling duo Mac Barnett and Jon Klassen conspire again on a slyly funny tale about some very sneaky shapes.</b>",Hardcover,Childrens,March,48,Candlewick Press,3.78,Triangle,2017
Corinna Luyken,"<b><i>Zoom</i> meets <i>Beautiful Oops!</i> in this memorable picture book debut about the creative process, and the way in which ""mistakes"" can blossom into inspiration.</b>",Hardcover,Childrens,April,56,Dial Books,4.20,The Book of Mistakes,2017
Stephanie Graegin,<b>A wordless picture book in which two friends follow a young fox deep into the woods and discover a wondrous and magical world.</b>,Hardcover,Childrens,February,40,Schwartz & Wade Books,4.28,Little Fox in the Forest,2017
Drew Daywalt,You’ve played the game. Now read the legend of how it all began . . .,Hardcover,Childrens,April,46,Balzer + Bray,4.29,The Legend of Rock Paper Scissors,2017
Cynthia Levinson,"Meet the youngest known child to be arrested for a civil rights protest in Birmingham, Alabama, 1963, in this moving picture book that proves you’re never too little to make a difference.",Hardcover,Childrens,January,40,Atheneum Books for Young Readers,4.41,"The Youngest Marcher: The Story of Audrey Faye Hendricks, a Young Civil Rights Activist",2017
Bao Phi,"As a young boy, Bao Phi awoke early, hours before his father's long workday began, to fish on the shores of a small pond in Minneapolis. Unlike many other anglers, Bao and his father fished for food, not recreation. A successful catch meant a fed family. Between hope-filled casts, Bao's father told him about a different pond in their homeland of Vietnam.",Hardcover,Childrens,August,32,Picture Window Books,4.27,A Different Pond,2017
Jonathan London,<b>Get ready for a rainy-day adventure with Duck and Hippo!</b>,Hardcover,Childrens,March,32,Two Lions,3.96,Duck and Hippo in the Rainstorm,2017
Bill Martin Jr.,Sleepy little monkey won't get out of bed. ,Hardcover,Childrens,January,32,Scholastic Press,3.75,Spunky Little Monkey,2017
Jen Campbell,"Franklin the dragon loves stories and loves reading stories to people too, but everyone is too scared to even talk to him. One day, he meets a girl named Luna who, rather than being afraid, is fascinated to meet Franklin, having recently read all about dragons in one of her books. They instantly become friends and talk nonstop about what they’ve read: books about roller-sk",Hardcover,Childrens,October,32,Thames  Hudson                          (first published August 3rd 2017,4.30,Franklin's Flying Bookshop,2017
Ryan T.  Higgins,"All Rupert the mouse wants is to star in a beautiful, wordless picturebook. One that's visually stimulating! With scenic pictures! And style! He has plenty of ideas about what makes a great book, but his friends just WON'T. STOP. TALKING.",Hardcover,Childrens,April,40,Disney-Hyperion,4.20,Be Quiet!,2017
Jessie Sima,In the tradition of ,Hardcover,Childrens,February,36,Simon  Schuster Books for Young Readers                          (first published February 2017,4.46,Not Quite Narwhal,2017
Gaia Cornwall,"<b>Working up the courage to take a big, important leap is hard, but Jabari is <i>almost</i> absolutely ready to make a giant splash.</b>",Hardcover,Childrens,May,32,Candlewick Press,4.30,Jabari Jumps,2017
Josh Funk,"<b> <i>""Uncle,” Crossaint said, “the fridge is in trouble! </i> </b>",Hardcover,Childrens,May,40,Sterling Children's Books,4.00,The Case of the Stinky Stench,2017
Chris Colfer,<b>A companion picture book to the Land of Stories Series.</b>,Hardcover,Childrens,July,32,"Little, Brown Books for Young Readers                          (first published 2017",4.09,Trollbella Throws a Party: A Tale from the Land of Stories,2017
Dan Santat,<b>From the <i>New York Times</i>–bestselling creator of <i>The Adventures of Beekle: The Unimaginary Friend</i> comes the inspiring epilogue to the beloved classic nursery rhyme Humpty Dumpty.</b>,Hardcover,Childrens,October,40,Roaring Brook Press,4.51,After the Fall: How Humpty Dumpty Got Back up Again,2017
