,title,author,description,genre,rating,publisher,pages,format,date,url
258,"The Wicked + The Divine, Vol. 9: Okay",Kieron Gillen,"After five years, we reach the final volume. We go not gentle into that good night, but go driving a converted tank, covered in glitter and spangles, with a soundsystem audible from Mars blaring nothing but bangers. Gods, pop stars, an ending. We'll miss you.Collects THE WICKED +THE DIVIN",Sequential Art,4.27,Image Comics,168,Paperback,"October 8th, 2019",https://www.goodreads.com/book/show/42835876-the-wicked-the-divine-vol-9?from_choice=true
259,"Die, Vol. 1: Fantasy Heartbreaker",Kieron Gillen,"The Wicked + The Divine writer Kieron Gillen teams up with artist supernova Stephanie Hans (WicDiv, Journey Into Mystery) for her first ongoing comic. Die is a pitch-black fantasy where a group of forty-something adults have to deal with the returning, unearthly horror they only just survived as teenage role-players. If Kieron's in a rush, he describes it as ""Goth
The Wicked + The Divine writer Kieron Gillen teams up with artist supernova Stephanie Hans (WicDiv, Journey Into Mystery) for her first ongoing comic. Die is a pitch-black fantasy where a group of forty-something adults have to deal with the returning, unearthly horror they only just survived as teenage role-players. If Kieron's in a rush, he describes it as ""Goth Jumanji"", but that's only the tip of this obsidian iceberg.Collects issues #1-5 of Die.",Sequential Art,4.09,Image Comics,184,Paperback,June 11th 2019,https://www.goodreads.com/book/show/42667807-die-vol-1?from_choice=true
260,SHOUT,Laurie Halse Anderson,"A searing poetic memoir and call to action from the bestselling and award-winning author of Speak, Laurie Halse Anderson!Bestselling author Laurie Halse Anderson is known for the unflinching way she writes about, and advocates for, survivors of sexual assault. Now, inspired by her fans and enraged by how little in our culture has changed since her groundbreaking novel 
A searing poetic memoir and call to action from the bestselling and award-winning author of Speak, Laurie Halse Anderson!Bestselling author Laurie Halse Anderson is known for the unflinching way she writes about, and advocates for, survivors of sexual assault. Now, inspired by her fans and enraged by how little in our culture has changed since her groundbreaking novel Speak was first published twenty years ago, she has written a poetry memoir that is as vulnerable as it is rallying, as timely as it is timeless. In free verse, Anderson shares reflections, rants, and calls to action woven between deeply personal stories from her life that she's never written about before. Searing and soul-searching, this important memoir is a denouncement of our society's failures and a love letter to all the people with the courage to say #metoo and #timesup, whether aloud, online, or only in their own hearts. SHOUT speaks truth to power in a loud, clear voice-- and once you hear it, it is impossible to ignore.",Poetry,4.32,Viking Books,296,Hardcover,"March 12th, 2019",https://www.goodreads.com/book/show/40519259-shout?from_choice=true
261,The Mermaid's Voice Returns in This One,Amanda Lovelace,"Goodreads Choice Award-winning poet and USA TODAY bestselling author Amanda Lovelace presents the mermaids voice returns in this one  the third and final installment in her women are some kind of magic series, featuring a foreword from Lang Leav and 13 guest poems from leading voices in poetry such as Nikita Gill, KY Robinson, and Orion Carloto.The mermaid is known for her
Goodreads Choice Award-winning poet and USA TODAY bestselling author Amanda Lovelace presents the mermaid’s voice returns in this one — the third and final installment in her “women are some kind of magic” series, featuring a foreword from Lang Leav and 13 guest poems from leading voices in poetry such as Nikita Gill, KY Robinson, and Orion Carloto.The mermaid is known for her siren song, luring bedroom-eyed sailors to their demise. However, beneath these misguided myths are tales of escapism and healing, which Lovelace weaves throughout this empowering collection of poetry, taking you on a journey from the sea to the stars. They tried to silence her once and for all, but the mermaid’s voice returns in this one.",Poetry,3.75,Andrews McMeel Publishing,208,Paperback,"March 5th, 2019",https://www.goodreads.com/book/show/40680973-the-mermaid-s-voice-returns-in-this-one?from_choice=true
262,The Truth About Magic,Atticus Poetry,"From the internationally bestselling author of The Dark Between Stars and Love Her Wild, Instagram sensation Atticus returns with another romantic and deeply moving collection.The Truth About Magic builds on the pains and joys of romance explored in Love Her Wild and the New York Times bestseller, The Dark Between Starsheartbreaks and falling in love, looking back and
From the internationally bestselling author of The Dark Between Stars and Love Her Wild, Instagram sensation Atticus returns with another romantic and deeply moving collection.The Truth About Magic builds on the pains and joys of romance explored in Love Her Wild and the New York Times bestseller, The Dark Between Stars—heartbreaks and falling in love, looking back and looking inwards—by taking a fresh, awakened journey outward. An adventure into the great unknown. It’s about finding ourselves, our purpose, and the simple joys of life. It’s about lavender fields, drinking white wine out of oak barrels on vineyards, laughing until you cry, dancing in old barns until the sun comes up, and making love on sandy beaches. The Truth About Magic is a vibrant, transcendent journey into growth, which will leave you energized and eager to explore the wider world.",Poetry,4.03,St. Martin's Griffin,256,Hardcover,"September 10th, 2019",https://www.goodreads.com/book/show/43838654-the-truth-about-magic?from_choice=true
263,Lord of the Butterflies,Andrea Gibson,"In Andrea Gibson's latest collection, they continue their artful and nuanced looks at gender, romance, loss, and family. Each emotion here is deft and delicate, resting inside of imagery heavy enough to sink the heart, while giving the body wings ",Poetry,4.52,Button Poetry,96,Paperback,"November 27th, 2018",https://www.goodreads.com/book/show/39656141-lord-of-the-butterflies?from_choice=true
264,Great Goddesses: Life Lessons from Myths and Monsters,Nikita Gill,"Empowering life lessons from myths and monsters. Wonder at Medusa's potent venom, Circe's fierce sorcery and Athena rising up over Olympus, as Nikita Gill majestically explores the untold stories of the life bringers, warriors, creators, survivors and destroyers that shook the world - the great Greek Goddesses.Vividly re-imagined and beautifully illustrated, step into an
Empowering life lessons from myths and monsters. Wonder at Medusa's potent venom, Circe's fierce sorcery and Athena rising up over Olympus, as Nikita Gill majestically explores the untold stories of the life bringers, warriors, creators, survivors and destroyers that shook the world - the great Greek Goddesses.Vividly re-imagined and beautifully illustrated, step into an ancient world transformed by modern feminist magic.'I watch Girl become Goddessand the metamorphosis is moremagnificent than anythingI have ever known.' ",Poetry,4.20,Ebury Press,256,Hardcover,"September 5th, 2019",https://www.goodreads.com/book/show/44157727-great-goddesses?from_choice=true
265,Love Looks Pretty on You,Lang Leav,"The much anticipated new book by international bestselling author Lang Leav. A breathtakingly beautiful collection of contemporary poetry and prose, offering powerful insights into love, heartbreak, relationships, and self-empowerment. Filled with wisdom and encouragement, every single page is a testament to the power of words, and the impact they can have on the
The much anticipated new book by international bestselling author Lang Leav. A breathtakingly beautiful collection of contemporary poetry and prose, offering powerful insights into love, heartbreak, relationships, and self-empowerment. Filled with wisdom and encouragement, every single page is a testament to the power of words, and the impact they can have on the relationships you build with others. And most importantly, the one you have with yourself.Lang Leav captures the intricacies of emotions like few others can. It's no wonder she has been recognized as a major influencer of the modern poetry movement and her writing has inspired a whole new generation of poets to pick up a pen.Love Looks Pretty on You is truly the must-have book for poetry lovers all over the world.",Poetry,3.83,Andrews McMeel Publishing,224,Paperback,"January 29th, 2019",https://www.goodreads.com/book/show/41219132-love-looks-pretty-on-you?from_choice=true
266,A Bound Woman Is a Dangerous Thing: The Incarceration of African American Women from Harriet Tubman to Sandra Bland,DaMaris B. Hill,"A revelatory work in the tradition of Claudia Rankine's Citizen, DaMaris Hill's searing and powerful narrative-in-verse bears witness to American women of color burdened by incarceration.""It is costly to stay free and appear / sane.""From Harriet Tubman to Assata Shakur, Ida B. Wells to Sandra Bland and Black Lives Matter, black women freedom fighters have braved violence,
A revelatory work in the tradition of Claudia Rankine's Citizen, DaMaris Hill's searing and powerful narrative-in-verse bears witness to American women of color burdened by incarceration.""It is costly to stay free and appear / sane.""From Harriet Tubman to Assata Shakur, Ida B. Wells to Sandra Bland and Black Lives Matter, black women freedom fighters have braved violence, scorn, despair, and isolation in order to lodge their protests. In A Bound Woman Is a Dangerous Thing, DaMaris Hill honors their experiences with at times harrowing, at times hopeful responses to her heroes, illustrated with black-and-white photographs throughout.For black American women, the experience of being bound has taken many forms: from the bondage of slavery to the Reconstruction-era criminalization of women; from the brutal constraints of Jim Crow to our own era’s prison industrial complex, where between 1980 and 2014, the number of incarcerated women increased by 700%.* For those women who lived and died resisting the dehumanization of confinement--physical, social, intellectual--the threat of being bound was real, constant, and lethal.In A Bound Woman Is a Dangerous Thing, Hill presents bitter, unflinching history that artfully captures the personas of these captivating, bound yet unbridled African-American women. Hill's passionate odes to Zora Neale Hurston, Lucille Clifton, Fannie Lou Hamer, Grace Jones, Eartha Kitt, and others also celebrate the modern-day inheritors of their load and light, binding history, author, and reader in an essential legacy of struggle.*(The Sentencing Project)",Poetry,4.00,Bloomsbury Publishing,192,Hardcover,"January 15th, 2019",https://www.goodreads.com/book/show/40046136-a-bound-woman-is-a-dangerous-thing?from_choice=true
267,When You Ask Me Where I'm Going,Jasmin Kaur,"Perfect for fans of Rupi Kaur and Elizabeth Acevedo, Jasmin Kaurs stunning debut novel is a collection of poetry, illustrations, and prose.screamso that one daya hundred years from nowanother sister will not have todry her tears wonderingwhere in historyshe lost her voiceThe six sections of the book explore what it means to be a young woman living in a world that doesnt
Perfect for fans of Rupi Kaur and Elizabeth Acevedo, Jasmin Kaur’s stunning debut novel is a collection of poetry, illustrations, and prose.screamso that one daya hundred years from nowanother sister will not have todry her tears wonderingwhere in historyshe lost her voiceThe six sections of the book explore what it means to be a young woman living in a world that doesn’t always hear her and tell the story of Kiran as she flees a history of trauma and raises her daughter, Sahaara, while living undocumented in North America.Delving into current cultural conversations including sexual assault, mental health, feminism, and immigration, this narrative of resilience, healing, empowerment, and love will galvanize readers to fight for what is right in their world.",Poetry,3.97,HarperCollins,256,Hardcover,"October 1st, 2019",https://www.goodreads.com/book/show/43453732-when-you-ask-me-where-i-m-going?from_choice=true
268,Empty Bottles Full of Stories,R.H. Sin,"A joint poetry collection from the virally popular and bestselling poets r.h. Sin and Robert M. Drake. What are you hiding behind your smile? If those empty bottles that line the walls of your room could speak, what tales would they spill? So much of your truth is buried beneath the lies you tell yourself. Theres a need to scream to the moon; theres this urge to go out
A joint poetry collection from the virally popular and bestselling poets r.h. Sin and Robert M. Drake. What are you hiding behind your smile? If those empty bottles that line the walls of your room could speak, what tales would they spill? So much of your truth is buried beneath the lies you tell yourself. There’s a need to scream to the moon; there’s this urge to go out into the darkness of the night to purge. There are so many stories living inside your soul, you just want the opportunity to tell them. And when you can’t find the will to express what lives within your heart, these words will give you peace. These words will set you free.",Poetry,3.72,Andrews McMeel Publishing,240,Paperback,"February 5th, 2019",https://www.goodreads.com/book/show/40680971-empty-bottles-full-of-stories?from_choice=true
269,Life of the Party,Olivia Gatwood,"i'm a good girl, bad girl, sad girl, dream girlgirl next door sunbathing in the drivewayi wanna be them all at once, i wanna be all the girls i've ever lovedLauded for the power of her writing and having attracted an online fan base of millions for her extraordinary spoken-word performances, Olivia Gatwood is a thrilling new voice in contemporary feminist poetry. In Life
i'm a good girl, bad girl, sad girl, dream girlgirl next door sunbathing in the drivewayi wanna be them all at once, i wanna be all the girls i've ever lovedLauded for the power of her writing and having attracted an online fan base of millions for her extraordinary spoken-word performances, Olivia Gatwood is a thrilling new voice in contemporary feminist poetry. In Life of the Party, she weaves together her own coming of age with an investigation into our culture's romanticization of violence against women. In precise, searing language—at times blistering and riotous, at times soulful and exuberant—she explores the boundary between what is real and what is imagined in a life saturated with fear. How does one grow from a girl to a woman in a world wracked by violence? Where is the line between perpetrator and victim? What is the meaning of bravery? Visceral and haunting, this multifaceted collection illustrates that what happens to our bodies makes us who we are.",Poetry,4.30,Dial Press,128,Paperback,August 27th 2019,https://www.goodreads.com/book/show/43124132-life-of-the-party?from_choice=true
270,Magical Negro,Morgan  Parker,"Magical Negro is an archive of Black everydayness, a catalog of contemporary folk heroes, an ethnography of ancestral grief, and an inventory of figureheads, idioms, and customs. These American poems are both elegy and jive, joke and declaration, songs of congregation and self-conception. They connect themes of loneliness, displacement, grief, ancestral trauma, and
Magical Negro is an archive of Black everydayness, a catalog of contemporary folk heroes, an ethnography of ancestral grief, and an inventory of figureheads, idioms, and customs. These American poems are both elegy and jive, joke and declaration, songs of congregation and self-conception. They connect themes of loneliness, displacement, grief, ancestral trauma, and objectification, while exploring and troubling tropes and stereotypes of Black Americans. Focused primarily on depictions of Black womanhood alongside personal narratives, the collection tackles interior and exterior politics—of both the body and society, of both the individual and the collective experience. In Magical Negro, Parker creates a space of witness, of airing grievances, of pointing out patterns. In these poems are living documents, pleas, latent traumas, inside jokes, and unspoken anxieties situated as firmly in the past as in the present—timeless Black melancholies and triumphs.",Poetry,4.31,Tin House Books,112,Paperback,"February 5th, 2019",https://www.goodreads.com/book/show/40611194-magical-negro?from_choice=true
271,Almost Home: Poems,Madisen Kuhn,"From the Instagram poet and author of the exquisite Please Dont Go Before I Get Better comes a gorgeous poetry and prose collection that explores the meaning of home and the profound discovery of finding it within oneselfperfect for fans of Rupi Kaur and Amanda Lovelace.In this stunning third collection from Madisen Kuhn, Madisen eloquently analyzes some of lifes universal
From the Instagram poet and author of the exquisite Please Don’t Go Before I Get Better comes a gorgeous poetry and prose collection that explores the meaning of “home” and the profound discovery of finding it within oneself—perfect for fans of Rupi Kaur and Amanda Lovelace.In this stunning third collection from Madisen Kuhn, Madisen eloquently analyzes some of life’s universal themes within the framework of a house. Whether it’s the garden, the bedroom, or the front porch, Madisen takes you into her own “home,” sharing some of the most intimate parts of her life so that you might also, someday, feel free to share some of yours. Filled with beautiful hand-drawn illustrations from Melody Hansen, this boldly intimate, preternaturally wise, and emotionally candid collection encourages you to consider what home means to you—whether it’s in the lush, green-lawned suburbs or a city apartment—and, more importantly, explores how you can find it even when home feels like it’s on the far-off horizon.",Poetry,4.34,Gallery Books,224,Paperback,October 1st 2019,https://www.goodreads.com/book/show/43822523-almost-home?from_choice=true
272,The Tradition,Jericho Brown,"Jericho Browns daring new book The Tradition details the normalization of evil and its history at the intersection of the past and the personal. Browns poetic concerns are both broad and intimate, and at their very core a distillation of the incredibly human: What is safety? Who is this nation? Where does freedom truly lie? Brown makes mythical pastorals to question the
Jericho Brown’s daring new book The Tradition details the normalization of evil and its history at the intersection of the past and the personal. Brown’s poetic concerns are both broad and intimate, and at their very core a distillation of the incredibly human: What is safety? Who is this nation? Where does freedom truly lie? Brown makes mythical pastorals to question the terrors to which we’ve become accustomed, and to celebrate how we survive. Poems of fatherhood, legacy, blackness, queerness, worship, and trauma are propelled into stunning clarity by Brown’s mastery, and his invention of the duplex―a combination of the sonnet, the ghazal, and the blues―testament to his formal skill. The Tradition is a cutting and necessary collection, relentless in its quest for survival while revelling in a celebration of contradiction.",Poetry,4.32,Copper Canyon Press,77,Paperback,"April 2nd, 2019",https://www.goodreads.com/book/show/41746324-the-tradition?from_choice=true
273,Deaf Republic,Ilya Kaminsky,"Ilya Kaminsky's astonishing parable in poems asks us, What is silence?Deaf Republic opens in an occupied country in a time of political unrest. When soldiers breaking up a protest kill a deaf boy, Petya, the gunshot becomes the last thing the citizens hear--they all have gone deaf, and their dissent becomes coordinated by sign language. The story follows the private lives
Ilya Kaminsky's astonishing parable in poems asks us, What is silence?Deaf Republic opens in an occupied country in a time of political unrest. When soldiers breaking up a protest kill a deaf boy, Petya, the gunshot becomes the last thing the citizens hear--they all have gone deaf, and their dissent becomes coordinated by sign language. The story follows the private lives of townspeople encircled by public violence: a newly married couple, Alfonso and Sonya, expecting a child; the brash Momma Galya, instigating the insurgency from her puppet theater; and Galya's girls, heroically teaching signing by day and by night luring soldiers one by one to their deaths behind the curtain. At once a love story, an elegy, and an urgent plea, Ilya Kaminsky's long-awaited Deaf Republic confronts our time's vicious atrocities and our collective silence in the face of them.Finalist for the T. S. Eliot PrizeFinalist for the Forward Prize for Best Collection",Poetry,4.50,Graywolf Press,80,Paperback,March 5th 2019,https://www.goodreads.com/book/show/40121980-deaf-republic?from_choice=true
274,Soft Science,Franny Choi,"Soft Science explores queer, Asian American femininity. A series of Turing Test-inspired poems grounds its exploration of questions not just of identity, but of consciousnesshow to be tender and feeling and still survive a violent world filled with artificial intelligence and automation. We are dropped straight into the tangled intersections of technology, violence,
Soft Science explores queer, Asian American femininity. A series of Turing Test-inspired poems grounds its exploration of questions not just of identity, but of consciousness―how to be tender and feeling and still survive a violent world filled with artificial intelligence and automation. We are dropped straight into the tangled intersections of technology, violence, erasure, agency, gender, and loneliness.",Poetry,4.15,Alice James Books,100,Paperback,"April 2nd, 2019",https://www.goodreads.com/book/show/41745412-soft-science?from_choice=true
275,I'm Not Your Paper Princess,J.R. Rogue,"J.R. Rogue has self-published five novels and ten poetry collections. Several of her poetry collections have become bestsellers, including Tell Me Where It Hurts, La Douleur Exquise, and Exits, Desires, & Slow Fires, two of which were also Goodreads Choice Nominees for poetry. In her latest book of poems, Im Not Your Paper Princess, the author focuses on love,
J.R. Rogue has self-published five novels and ten poetry collections. Several of her poetry collections have become bestsellers, including Tell Me Where It Hurts, La Douleur Exquise, and Exits, Desires, & Slow Fires, two of which were also Goodreads Choice Nominees for poetry. In her latest book of poems, I’m Not Your Paper Princess, the author focuses on love, heartache, and continuously discovering old truths in new ways.",Poetry,4.17,Independently published,50,Paperback,"October 17th, 2019",https://www.goodreads.com/book/show/48510012-i-m-not-your-paper-princess?from_choice=true
276,The Octopus Museum,Brenda Shaughnessy,"This collection of bold and scathingly beautiful feminist poems imagines what comes after our current age of environmental destruction, racism, sexism, and divisive politics.Informed by Brenda Shaughnessy's craft as a poet and her worst fears as a mother, the poems in The Octopus Museum blaze forth from her pen: in these pages, we see that what was once a generalized fear
This collection of bold and scathingly beautiful feminist poems imagines what comes after our current age of environmental destruction, racism, sexism, and divisive politics.Informed by Brenda Shaughnessy's craft as a poet and her worst fears as a mother, the poems in The Octopus Museum blaze forth from her pen: in these pages, we see that what was once a generalized fear for our children (car accidents, falling from a tree) is now hyper-reasonable, specific, and multiple: school shootings, nuclear attack, loss of health care, a polluted planet. As Shaughnessy conjures our potential future, she movingly (and often with humor) envisions an age where cephalopods might rule over humankind, a fate she suggests we may just deserve after destroying their oceans. These heartbreaking, terrified poems are the battle cry of a woman who is fighting for the survival of the world she loves, and a stirring exhibition of who we are as a civilization.",Poetry,3.76,Knopf Publishing Group,96,Hardcover,"March 19th, 2019",https://www.goodreads.com/book/show/40909463-the-octopus-museum?from_choice=true
277,Aphrodite Made Me Do It,Trista Mateer,"Bestselling and award-winning author Trista Mateer takes an imaginative approach to self-care in this new poetry and prose collection, Aphrodite Made Me Do It. In this empowering retelling, she uses the mythology of the goddess to weave a common thread through the past and present. By the end of this book, Aphrodite will make you believe in the possibility of your own
Bestselling and award-winning author Trista Mateer takes an imaginative approach to self-care in this new poetry and prose collection, Aphrodite Made Me Do It. In this empowering retelling, she uses the mythology of the goddess to weave a common thread through the past and present. By the end of this book, Aphrodite will make you believe in the possibility of your own healing.",Poetry,4.09,Central Avenue Publishing,224,Paperback,"October 1st, 2019",https://www.goodreads.com/book/show/44313592-aphrodite-made-me-do-it?from_choice=true
278,A Fortune for Your Disaster,Hanif Abdurraqib,"In his much-anticipated follow-up to The Crown Aint Worth Much, poet, essayist, biographer, and music critic Hanif Abdurraqib has written a book of poems about how one rebuilds oneself after a heartbreak, the kind that renders them a different version of themselves than the one they knew. Its a book about a mothers death, and admitting that Michael Jordan pushed off, about
In his much-anticipated follow-up to The Crown Ain’t Worth Much, poet, essayist, biographer, and music critic Hanif Abdurraqib has written a book of poems about how one rebuilds oneself after a heartbreak, the kind that renders them a different version of themselves than the one they knew. It’s a book about a mother’s death, and admitting that Michael Jordan pushed off, about forgiveness, and how none of the author’s black friends wanted to listen to “Don’t Stop Believin’.” It’s about wrestling with histories, personal and shared. Abdurraqib uses touchstones from the world outside—from Marvin Gaye to Nikola Tesla to his neighbor’s dogs—to create a mirror, inside of which every angle presents a new possibility.",Poetry,4.47,Tin House Books,120,Paperback,"September 3rd, 2019",https://www.goodreads.com/book/show/43726619-a-fortune-for-your-disaster?from_choice=true
279,The Girl Aquarium,Jen Campbell,"This debut explores the realm of rotten fairy tales, the possession of body and the definition of beauty. Weaving between whispered science and circus, Campbell turns a cracked mirror on society and asks who gets to control the twisted tales hiding in the wings. Jen Campbell received an Eric Gregory Award in 2016, is Vlogger in Residence for the Poetry Book Society, and
This debut explores the realm of rotten fairy tales, the possession of body and the definition of beauty. Weaving between whispered science and circus, Campbell turns a cracked mirror on society and asks who gets to control the twisted tales hiding in the wings. Jen Campbell received an Eric Gregory Award in 2016, is Vlogger in Residence for the Poetry Book Society, and was a judge of the Forward Prize in 2018. She talks about books, fairy tales and disfigurement at youtube.com/jenvcampbell. She lives in London.",Poetry,3.74,Bloodaxe Books,71,Paperback,July 17th 2019,https://www.goodreads.com/book/show/42977358-the-girl-aquarium?from_choice=true
280,"Red, White & Royal Blue",Casey McQuiston,"What happens when America's First Son falls in love with the Prince of Wales?When his mother became President of the United States, Alex Claremont-Diaz was promptly cast as the American equivalent of a young royal. Handsome, charismatic, geniushis image is pure millennial-marketing gold for the White House. There's only one problem: Alex has a beef with an actual prince,
What happens when America's First Son falls in love with the Prince of Wales?When his mother became President of the United States, Alex Claremont-Diaz was promptly cast as the American equivalent of a young royal. Handsome, charismatic, genius—his image is pure millennial-marketing gold for the White House. There's only one problem: Alex has a beef with an actual prince, Henry, across the pond. And when the tabloids get hold of a photo involving an Alex/Henry altercation, U.S./British relations take a turn for the worse.Heads of the family and state and other handlers devise a plan for damage control: Stage a truce between the two rivals. What at first begins as a fake, Instagrammable friendship grows deeper, and more dangerous, than either Alex or Henry could have imagined. Soon Alex finds himself hurtling into a secret romance with a surprisingly unstuffy Henry that could derail the presidential campaign and upend two nations. It raises the question: Can love save the world after all? Where do we find the courage, and the power, to be the people we are meant to ben? And how can we learn to let our true colors shine through? , how will history remember you?",Romance,4.27,St. Martin's Griffin,421,Paperback,"May 14th, 2019",https://www.goodreads.com/book/show/41150487-red-white-royal-blue?from_choice=true
281,The Silent Patient,Alex Michaelides,"Alicia Berensons life is seemingly perfect. A famous painter married to an in-demand fashion photographer, she lives in a grand house with big windows overlooking a park in one of Londons most desirable areas. One evening her husband Gabriel returns home late from a fashion shoot, and Alicia shoots him five times in the face, and then never speaks another word.Alicias
Alicia Berenson’s life is seemingly perfect. A famous painter married to an in-demand fashion photographer, she lives in a grand house with big windows overlooking a park in one of London’s most desirable areas. One evening her husband Gabriel returns home late from a fashion shoot, and Alicia shoots him five times in the face, and then never speaks another word.Alicia’s refusal to talk, or give any kind of explanation, turns a domestic tragedy into something far grander, a mystery that captures the public imagination and casts Alicia into notoriety. The price of her art skyrockets, and she, the silent patient, is hidden away from the tabloids and spotlight at the Grove, a secure forensic unit in North London.Theo Faber is a criminal psychotherapist who has waited a long time for the opportunity to work with Alicia. His determination to get her to talk and unravel the mystery of why she shot her husband takes him down a twisting path into his own motivations—a search for the truth that threatens to consume him...",Mystery,4.09,Celadon Books,325,Hardcover,"February 5th, 2019",https://www.goodreads.com/book/show/40097951-the-silent-patient?from_choice=true
282,"My Sister, the Serial Killer",Oyinkan Braithwaite,"When Korede's dinner is interrupted one night by a distress call from her sister, Ayoola, she knows what's expected of her: bleach, rubber gloves, nerves of steel and a strong stomach. This'll be the third boyfriend Ayoola's dispatched in, quote, self-defence and the third mess that her lethal little sibling has left Korede to clear away. She should probably go to the
When Korede's dinner is interrupted one night by a distress call from her sister, Ayoola, she knows what's expected of her: bleach, rubber gloves, nerves of steel and a strong stomach. This'll be the third boyfriend Ayoola's dispatched in, quote, self-defence and the third mess that her lethal little sibling has left Korede to clear away. She should probably go to the police for the good of the menfolk of Nigeria, but she loves her sister and, as they say, family always comes first. Until, that is, Ayoola starts dating the doctor where Korede works as a nurse. Korede's long been in love with him, and isn't prepared to see him wind up with a knife in his back: but to save one would mean sacrificing the other...My Sister, the Serial Killer is a blackly comic novel about how blood is thicker - and more difficult to get out of the carpet - than water...",Fiction,3.74,Doubleday Books,226,Hardcover,November 20th 2018,https://www.goodreads.com/book/show/38819868-my-sister-the-serial-killer?from_choice=true
283,The Ten Thousand Doors of January,Alix E. Harrow,"In the early 1900s, a young woman embarks on a fantastical journey of self-discovery after finding a mysterious book in this captivating and lyrical debut.In a sprawling mansion filled with peculiar treasures, January Scaller is a curiosity herself. As the ward of the wealthy Mr. Locke, she feels little different from the artifacts that decorate the halls: carefully
In the early 1900s, a young woman embarks on a fantastical journey of self-discovery after finding a mysterious book in this captivating and lyrical debut.In a sprawling mansion filled with peculiar treasures, January Scaller is a curiosity herself. As the ward of the wealthy Mr. Locke, she feels little different from the artifacts that decorate the halls: carefully maintained, largely ignored, and utterly out of place.Then she finds a strange book. A book that carries the scent of other worlds, and tells a tale of secret doors, of love, adventure and danger. Each page turn reveals impossible truths about the world and January discovers a story increasingly entwined with her own.Lush and richly imagined, a tale of impossible journeys, unforgettable love, and the enduring power of stories awaits in Alix E. Harrow’s spellbinding debut–step inside and discover its magic.",Fantasy,4.11,Redhook,374,Hardcover,"September 10th, 2019",https://www.goodreads.com/book/show/43521657-the-ten-thousand-doors-of-january?from_choice=true
284,The Water Dancer,Ta-Nehisi Coates,"Young Hiram Walker was born into bondage. When his mother was sold away, Hiram was robbed of all memory of her  but was gifted with a mysterious power. Years later, when Hiram almost drowns in a river, that same power saves his life. This brush with death births an urgency in Hiram and a daring scheme: to escape from the only home hes ever known.So begins an unexpected
Young Hiram Walker was born into bondage. When his mother was sold away, Hiram was robbed of all memory of her — but was gifted with a mysterious power. Years later, when Hiram almost drowns in a river, that same power saves his life. This brush with death births an urgency in Hiram and a daring scheme: to escape from the only home he’s ever known.So begins an unexpected journey that takes Hiram from the corrupt grandeur of Virginia’s proud plantations to desperate guerrilla cells in the wilderness, from the coffin of the deep South to dangerously utopic movements in the North. Even as he’s enlisted in the underground war between slavers and the enslaved, Hiram’s resolve to rescue the family he left behind endures.",Historical,4.07,One World,403,Hardcover,"September 24th, 2019",https://www.goodreads.com/book/show/43982054-the-water-dancer?from_choice=true
285,Evvie Drake Starts Over,Linda  Holmes,"In a small town in Maine, recently widowed Eveleth ""Evvie"" Drake rarely leaves her house. Everyone in town, including her best friend, Andy, thinks grief keeps her locked inside, and she doesn't correct them. In New York, Dean Tenney, former major-league pitcher and Andy's childhood friend, is struggling with a case of the ""yips"": he can't throw straight anymore, and he
In a small town in Maine, recently widowed Eveleth ""Evvie"" Drake rarely leaves her house. Everyone in town, including her best friend, Andy, thinks grief keeps her locked inside, and she doesn't correct them. In New York, Dean Tenney, former major-league pitcher and Andy's childhood friend, is struggling with a case of the ""yips"": he can't throw straight anymore, and he can't figure out why. An invitation from Andy to stay in Maine for a few months seems like the perfect chance to hit the reset button. When Dean moves into an apartment at the back of Evvie's house, the two make a deal: Dean won't ask about Evvie's late husband, and Evvie won't ask about Dean's baseball career. Rules, though, have a funny way of being broken—and what starts as an unexpected friendship soon turns into something more. But before they can find out what might lie ahead, they'll have to wrestle a few demons: the bonds they've broken, the plans they've changed, and the secrets they've kept. They'll need a lot of help, but in life, as in baseball, there's always a chance—right up until the last out.",Romance,3.88,Ballantine Books,289,Hardcover,"June 25th, 2019",https://www.goodreads.com/book/show/40514431-evvie-drake-starts-over?from_choice=true
