author,description,format,genre,month,pages,publisher,rating,title,year,best_seller
Jenn Bennett,"Ever since last year’s homecoming dance, best friends-turned-best enemies Zorie and Lennon have made an art of avoiding each other. It doesn’t hurt that their families are the modern-day Californian version of the Montagues and Capulets.",Hardcover,Contemporary,April,421,Simon Pulse,4.04,Starry Eyes,2018.0,0
Kara Thomas,There are no more cheerleaders in the town of Sunnybrook.,Hardcover,Mystery,July,384,Delacorte Press,3.84,The Cheerleaders,2018.0,0
Brittany Cavallaro,The hotly anticipated and explosive third book in the ,Hardcover,Mystery,March,349,Katherine Tegen Books,4.03,The Case for Jamie,2018.0,0
Samira Ahmed,"A searing #OwnVoices coming-of-age debut in which an Indian-American Muslim teen confronts Islamophobia and a reality she can neither explain nor escape—perfect for fans of Angie Thomas, Jacqueline Woodson, and Adam Silvera.",Hardcover,Young Adult,January,281,Soho Teen,3.84,"Love, Hate & Other Filters",2018.0,0
Tahereh Mafi,"It’s 2002, a year after 9/11. It’s an extremely turbulent time politically, but especially so for someone like Shirin, a sixteen-year-old Muslim girl who’s tired of being stereotyped.",Hardcover,Young Adult,October,320,HarperTeen,4.35,A Very Large Expanse of Sea,2018.0,0
Jay Coles,"When Marvin Johnson's twin, Tyler, goes to a party, Marvin decides to tag along to keep an eye on his brother. But what starts as harmless fun turns into a shooting, followed by a police raid.",Hardcover,Young Adult,March,299,"Little, Brown Books for Young Readers",3.9,Tyler Johnson Was Here,2018.0,0
Alice Oseman,"For Angel Rahimi, life is only about one thing: The Ark – a pop-rock trio of teenage boys who are currently taking the world by storm. Being part of The Ark’s fandom has given her everything – her friendships, her dreams, her place in the world.",Kindle Edition,Contemporary,May,400,Harper Collins Children's Books,4.29,I Was Born for This,2018.0,0
Sarina Bowen,<i>A YA novel from USA Today bestselling author Sarina Bowen.</i>,Paperback,Young Adult,June,320,Tuxbury Publishing LLC,4.11,The Accidentals,2018.0,0
Sarah J. Maas,"Years in the making, Sarah J. Maas’s #1 New York Times bestselling Throne of Glass series draws to an epic, unforgettable conclusion. Aelin Galathynius’s journey from slave to king’s assassin to the queen of a once-great kingdom reaches its heart-rending finale as war erupts across her world. . .",Hardcover,Fantasy,October,984,Bloomsbury YA,4.66,Kingdom of Ash,2018.0,0
Holly Black,"<i>Of course I want to be like them. They’re beautiful as blades forged in some divine fire. They will live forever.<br/><br/>And Cardan is even more beautiful than the rest. I hate him more than all the others. I hate him so much that sometimes when I look at him, I can hardly breathe.</i>",Hardcover,Fantasy,January,370,"Little, Brown Books for Young Readers",4.18,The Cruel Prince,2018.0,0
Victoria Aveyard,<b>Victory comes at a price.</b>,Hardcover,Fantasy,May,662,HarperTeen,3.89,War Storm,2018.0,0
Sarah J. Maas,<i>Hope warms the coldest night.</i>,Hardcover,Fantasy,May,229,Bloomsbury YA,3.92,A Court of Frost and Starlight,2018.0,0
Amie Kaufman,"Kady, Ezra, Hanna, and Nik narrowly escaped with their lives from the attacks on Heimdall station and now find themselves crammed with 2,000 refugees on the container ship, Mao. With the jump station destroyed and their resources scarce, the only option is to return to Kerenza—but who knows what they'll find seven months after the invasion? ",Hardcover,Science Fiction,March,628,Knopf Books for Young Readers,4.57,Obsidio,2018.0,0
Neal Shusterman,"Rowan has gone rogue, and has taken it upon himself to put the Scythedom through a trial by fire. Literally. In the year since Winter Conclave, he has gone off-grid, and has been striking out against corrupt scythes—not only in MidMerica, but across the entire continent. He is a dark folk hero now—“Scythe Lucifer”—a vigilante taking down corrupt scythes in flames.",Hardcover,Young Adult,January,504,Simon & Schuster Books for Young Readers,4.53,Thunderhead,2018.0,0
Tahereh Mafi,"Juliette Ferrars thought she'd won. She took over Sector 45, was named the new Supreme Commander, and now has Warner by her side. But she's still the girl with the ability to kill with a single touch—and now she's got the whole world in the palm of her hand. When tragedy hits, who will she become? Will she be able to control the power she wields and use it for good?",Hardcover,Young Adult,March,435,HarperCollins,4.26,Restore Me,2018.0,0
Sabaa Tahir,<b>The highly anticipated third book in Sabaa Tahir's <i>New York Times</i> bestselling EMBER QUARTET.</b>,Hardcover,Fantasy,June,464,Razorbill,4.27,A Reaper at the Gates,2018.0,0
Marie Lu,"Emika Chen barely made it out of the Warcross Championships alive. Now that she knows the truth behind Hideo's new NeuroLink algorithm, she can no longer trust the one person she's always looked up to, who she once thought was on her side.",ebook,Young Adult,September,352,G.P. Putnam's Sons Books for Young Readers,4.03,Wildcard,2018.0,0
Dhonielle Clayton,"Camellia Beauregard is a Belle. In the opulent world of Orléans, Belles are revered, for they control Beauty, and Beauty is a commodity coveted above all else. In Orléans, the people are born gray, they are born damned, and only with the help of a Belle and her talents can they transform and be made beautiful.",Hardcover,Fantasy,February,440,Disney-Hyperion,3.88,The Belles,2018.0,0
Justina Ireland,"Jane McKeene was born two days before the dead began to walk the battlefields of Gettysburg and Chancellorsville—derailing the War Between the States and changing America forever. In this new nation, safety for all depends on the work of a few, and laws like the Native and Negro Reeducation Act require certain children attend combat schools to learn to put down the dead. B",Hardcover,Young Adult,April,455,Balzer + Bray,4.18,Dread Nation,2018.0,0
Veronica Roth,<i>Fate brought them together. Now it will divide them.</i>,Hardcover,Fantasy,April,443,Katherine Tegen Books,3.94,The Fates Divide,2018.0,0
Laini Taylor,<b>Sarai has lived and breathed nightmares since she was six years old.<br/><br/>She believed she knew every horror and was beyond surprise.<br/><br/>She was wrong.</b>,Hardcover,Fantasy,October,514,"Little, Brown Books for Young Readers",4.54,Muse of Nightmares,2018.0,0
Brandon Sanderson,"<b> <b>From Brandon Sanderson, the #1 </b> <b> <i>New York Times</i> </b> <b> bestselling author of the Reckoners series, </b> <b> <i>Words of Radiance, </i> </b> <b> and the internationally bestselling Mistborn series, comes the first book in an epic new series about a girl who dreams of becoming a pilot in a dangerous world at war with aliens.</b> </b>",Hardcover,Science Fiction,November,528,Delacorte Press,4.52,Skyward,2018.0,0
Melissa Albert,"Seventeen-year-old Alice and her mother have spent most of Alice’s life on the road, always a step ahead of the uncanny bad luck biting at their heels. But when Alice’s grandmother, the reclusive author of a cult-classic book of pitch-dark fairy tales, dies alone on her estate, the Hazel Wood, Alice learns how bad her luck can really get: her mother is stolen away―by a fig",Hardcover,Fantasy,January,359,Flatiron Books,3.61,The Hazel Wood,2018.0,0
Stephanie Garber,A heart to protect. A debt to repay. A game to win.,Hardcover,Fantasy,May,451,Flatiron Books,4.27,Legendary,2018.0,0
Jay Kristoff,"On a floating junkyard beneath a radiation sky, a deadly secret lies buried in the scrap.",Hardcover,Science Fiction,May,402,Knopf Books for Young Readers,4.09,Lifel1k3,2018.0,0
Susan Dennard,"<b>From <i>New York Times</i> bestselling author Susan Dennard, <i>Sightwitch</i> is an illustrated novella set in the Witchlands and told through Ryber’s journal entries and sketches.</b>",Hardcover,Fantasy,February,240,Tor Teen,4.04,Sightwitch,2018.0,0
Rick Riordan,"The formerly glorious god Apollo, cast down to earth in punishment by Zeus, is now an awkward mortal teenager named Lester Papadopoulos. In order to regain his place on Mount Olympus, Lester must restore five Oracles that have gone dark. But he has to achieve this impossible task without having any godly powers and while being duty-bound to a confounding young daughter of",Hardcover,Fantasy,May,431,Disney-Hyperion,4.38,The Burning Maze,2018.0,0
Victoria Schwab,"Cassidy Blake's parents are The Inspectres, a (somewhat inept) ghost-hunting team. But Cass herself can REALLY see ghosts. In fact, her best friend, Jacob, just happens to be one.",ebook,Fantasy,August,272,Scholastic,3.97,City of Ghosts,2018.0,0
Neil Patrick Harris,"<b>From award-winning actor, Neil Patrick Harris, comes the magical first book in a new series with plenty of tricks up its sleeve. </b>",Hardcover,Childrens,November,256,"Little, Brown Books for Young Readers",3.89,The Magic Misfits,2017.0,0
Roshani Chokshi,"Twelve-year-old Aru Shah has a tendency to stretch the truth in order to fit in at school. While her classmates are jetting off to family vacations in exotic locales, she'll be spending her autumn break at home, in the Museum of Ancient Indian Art and Culture, waiting for her mom to return from her latest archeological trip. Is it any wonder that Aru makes up stories about",Hardcover,Fantasy,March,355,Rick Riordan Presents,4.13,Aru Shah and the End of Time,2018.0,0
Aisha Saeed,"Life is quiet and ordinary in Amal's Pakistani village, but she had no complaints, and besides, she's busy pursuing her dream of becoming a teacher one day. Her dreams are temporarily dashed when—as the eldest daughter—she must stay home from school to take care of her siblings. Amal is upset, but she doesn't lose hope and finds ways to continue learning. Then the unimagin",Hardcover,Childrens,May,240,Nancy Paulsen Books,4.25,Amal Unbound,2018.0,0
Jewell Parker Rhodes,"<b>A heartbreaking and powerful story about a black boy killed by a police officer, drawing connections through history, from award-winning author Jewell Parker Rhodes.</b>",Hardcover,Childrens,April,224,"Little, Brown Books for Young Readers",4.38,Ghost Boys,2018.0,0
Jeanne Birdsall,"The finale you've all been waiting for: The Penderwicks at Last is the final, flawless installment in the modern classic series from National Book Award winner and New York Times bestselling author Jeanne Birdsall!",Hardcover,Childrens,May,256,Alfred A. Knopf Books for Young Readers,4.07,The Penderwicks at Last,2018.0,0
Robert  Beatty,<i>Move without a sound. Steal without a trace.</i>,Hardcover,Fantasy,July,384,Disney-Hyperion,4.24,Willa of the Wood,2018.0,0
Stacy McAnulty,"Lucy Callahan was struck by lightning. She doesn't remember it, but it changed her life forever. The zap gave her genius-level math skills, and ever since, Lucy has been homeschooled. Now, at 12 years old, she's technically ready for college. She just has to pass 1 more test — middle school!",Hardcover,Childrens,May,294,Random House,4.24,The Miscalculations of Lightning Girl,2018.0,0
Wendy Mass,"A classic middle-grade tale of magic and friendship, about a girl who helps an old friend find home, by two New York Times–bestselling authors Wendy Mass and Rebecca Stead.",Hardcover,Fantasy,May,208,Feiwel & Friends,4.09,Bob,2018.0,0
Kelly Yang,Mia Tang has a lot of secrets.,Hardcover,Childrens,May,304,Arthur A. Levine Books,4.38,Front Desk,2018.0,0
Jason Reynolds,Sunny tries to shine despite his troubled past in this third novel in the critically acclaimed Track series from National Book Award finalist Jason Reynolds.,Hardcover,Childrens,April,159,Atheneum/Caitlyn Dlouhy Books,4.1,Sunny,2018.0,0
Erin Entrada Kelly,"Funny and poignant, ",Hardcover,Childrens,April,304,Greenwillow Books,3.78,You Go First,2018.0,0
Veera Hiranandani,"It's 1947, and India, newly independent of British rule, has been separated into two countries: Pakistan and India. The divide has created much tension between Hindus and Muslims, and hundreds of thousands are killed crossing borders. ",Hardcover,Historical,March,272,Kokila,4.19,The Night Diary,2018.0,0
Sayantani DasGupta,MEET KIRANMALA: INTERDIMENSIONAL DEMON SLAYER,Hardcover,Fantasy,February,351,Scholastic,3.86,The Serpent's Secret,2018.0,0
Kate DiCamillo,From two-time Newbery Medalist Kate DiCamillo comes a story of discovering who you are — and deciding who you want to be.,Hardcover,Childrens,October,240,Candlewick Press (MA,4.39,Louisiana's Way Home,2018.0,0
Holly Black,The excitement and magic continue in book five of Magisterium.,Hardcover,Fantasy,September,256,Scholastic Press,4.09,The Golden Tower,2018.0,0
Brandon Mull,"War has come to the dragon sanctuaries of the world and nowhere is the danger more intense than at Wyrmroost. After a humiliating defeat at the hands of Kendra and Seth, Celebrant, King of Dragons, prepares to unleash his fury and take control of his native preserve. Armed with information from a new ally Ronodin, the dark unicorn Celebrant seeks a legendary talisman the d",Hardcover,Fantasy,October,416,Shadow Mountain,4.42,Wrath of the Dragon King,2018.0,0
Katherine Arden,"Bestselling adult author of The Bear and the Nightingale makes her middle grade debut with a creepy, spellbinding ghost story destined to become a classic",Hardcover,Childrens,September,218,G.P. Putnam's Sons Books for Young Readers,4.05,Small Spaces,2018.0,0
Amy Makechnie,"A ten-year-old girl is determined to find her missing neighbor, but the answers lead her to places and people she never expected—and maybe even one she’s been running away from—in this gorgeous debut novel that’s perfect for fans of ",Hardcover,Childrens,June,336,Atheneum Books for Young Readers,4.16,The Unforgettable Guinevere St. Clair,2018.0,0
Grace Byers,<strong><em>I Am Enough</em> is the picture book everyone needs</strong>,Hardcover,Childrens,March,32,Balzer + Bray,4.16,I Am Enough,2018.0,0
Jill Twiss,HBO's Emmy-winning ,Hardcover,Childrens,March,32,Chronicle Books,4.75,A Day in the Life of Marlon Bundo,2018.0,0
Vashti Harrison,"Featuring forty trailblazing black women in American history, ",Hardcover,Nonfiction,December,88,"Little, Brown Books for Young Readers",4.6,Little Leaders: Bold Women in Black History,2017.0,0
Ryan T.  Higgins,"It's the first day of school for Penelope Rex, and she can't wait to meet her classmates. But it's hard to make human friends when they're so darn delicious! That is, until Penelope gets a taste of her own medicine and finds she may not be at the top of the food chain after all. . . .",Hardcover,Childrens,June,40,Disney-Hyperion,4.51,We Don't Eat Our Classmates,2018.0,0
Marianna Coppo,"<b>The humorous adventures of an irresistible little rock who finds herself in constantly changing circumstances, <i>Petra</i> is a picture book that celebrates the power of perspective and believing in yourself.</b>",Hardcover,Childrens,February,96,Tundra Books (NY,3.96,Petra,2018.0,0
Cori Doerrfeld,"<b>A universal, deeply moving exploration of grief and empathy</b>",Hardcover,Childrens,February,40,Dial Books,4.39,The Rabbit Listened,2018.0,0
Sophie Blackall,<b>A new picture book that will transport readers to the seaside.</b>,Hardcover,Childrens,April,48,"Little, Brown Books for Young Readers",4.36,Hello Lighthouse,2018.0,0
Terry Fan,Finn lives by the sea and the sea lives by him. Every time he looks out his window it’s a constant reminder of the stories his grandfather told him about the place where the ocean meets the sky. Where whales and jellyfish soar and birds and castles float.,Hardcover,Childrens,May,48,Simon  Schuster Books for Young Readers,4.23,Ocean Meets Sky,2018.0,0
Matt de la Pena,<b> <b>From Newbery Medal-winning author Matt de la Peña and bestselling illustrator Loren Long comes a story about the strongest bond there is and the diverse and powerful ways it connects us all.</b> </b>,Hardcover,Childrens,January,40,G.P. Putnam's Sons Books for Young Readers,4.26,Love,2018.0,0
Jessica    Love,"<b>In an exuberant picture book, a glimpse of costumed mermaids leaves one boy flooded with wonder and ready to dazzle the world.</b>",Hardcover,Childrens,May,40,Candlewick,4.43,Julián Is a Mermaid,2018.0,0
Peter H. Reynolds,<i>Some people collect stamps.<br/>Some people collect coins.<br/>Some people collect art.<br/>And Jerome?<br/>Jerome collected words . . . </i>,Hardcover,Childrens,January,40,Orchard Books,4.25,The Word Collector,2018.0,0
Brian Selznick,Who is Baby Monkey?,Hardcover,Childrens,February,192,Scholastic Press,3.89,"Baby Monkey, Private Eye",2018.0,0
Minh Lê,"When a young boy visits his grandfather, their lack of a common language leads to confusion, frustration, and silence. But as they sit down to draw together, something magical happens-with a shared love of art and storytelling, the two form a bond that goes beyond words.",Hardcover,Childrens,June,40,Disney-Hyperion,4.28,Drawn Together,2018.0,0
Junot Díaz,<b>From <em>New York Times</em> bestseller and Pulitzer Prize winner Junot Díaz comes a debut picture book about the magic of memory and the infinite power of the imagination.</b>,Hardcover,Childrens,March,48,Dial Books,4.48,Islandborn,2018.0,0
Jacqueline Woodson,"National Book Award winner Jacqueline Woodson and two-time Pura Belpre Illustrator Award winner Rafael Lopez have teamed up to create a poignant, yet heartening book about finding courage to connect, even when you feel scared and alone.",Hardcover,Childrens,August,32,Nancy Paulsen Books,4.55,The Day You Begin,2018.0,0
Daniel Haack,"In this modern fairy tale, a noble prince and a brave knight come together to defeat a terrible monster and in the process find true love in a most unexpected place.",Hardcover,Childrens,May,40,Little Bee Books,4.4,Prince & Knight,2018.0,0
Jillian Tamaki,Caldecott and Printz Honor-winning illustrator Jillian Tamaki brings us a poetic exploration of colour and nature from a young child’s point of view. ,Hardcover,Childrens,March,40,Groundwood Books,3.87,They Say Blue,2018.0,0
Matt Haig,"From number one bestselling author Matt Haig comes a hilarious and heartwarming story, brilliantly illustrated throughout by Chris Mould Wherever she is, whatever the day, She only has one kind of thing to say. Just as cats go miaow and cows go moo, The Truth Pixie can only say things that are true.",Hardcover,Poetry,October,119,Canongate Books,4.3,The Truth Pixie,2018.0,0
Jen Campbell,"Luna’s best friend, Franklin, is a dragon. They love to read stories about everything from trampolining to deep-sea diving. One day, they are reading about where werewolves live and Franklin begins to wonder where he is from. He is 605 years old and has no idea where to find other dragons!",Hardcover,Childrens,September,32,Thames & Hudson,4.29,Franklin and Luna Go to the Moon,2018.0,0
Jojo Moyes,"<b>From the #1 New York Times bestselling author Jojo Moyes, a new book featuring her iconic heroine of <i>Me Before You</i> and <i>After You</i>, Louisa Clark.</b>",Hardcover,Fiction,January,390,Pamela Dorman Books,4.19,Still Me,2018.0,0
Fredrik Backman,"After everything that the citizens of Beartown have gone through, they are struck yet another blow when they hear that their beloved local hockey team will soon be disbanded. What makes it worse is the obvious satisfaction that all the former Beartown players, who now play for a rival team in Hed, take in that fact. Amidst the mounting tension between the two rivals, a sur",Hardcover,Fiction,June,448,Atria Books,4.38,Us Against You,2017.0,0
Liane Moriarty,"Could ten days at a health resort really change you forever? In Liane Moriarty’s latest page-turner, nine perfect strangers are about to find out...",Hardcover,Fiction,November,453,Flatiron Books,3.58,Nine Perfect Strangers,2018.0,0
Haruki Murakami,The epic new novel from the internationally acclaimed and best-selling author of 1Q84,Hardcover,Fiction,October,688,Knopf Publishing Group,3.93,Killing Commendatore,2017.0,0
Emily Giffin,"<b>In the riveting new novel from the #1 New York Times bestselling author of First Comes Love and Something Borrowed, three very different people must choose between their family and their values.</b>",Hardcover,Fiction,June,400,Ballantine Books,3.91,All We Ever Wanted,2018.0,0
Lisa Genova,"<b>From neuroscientist and <i>New York Times</i> bestselling author of <i>Still Alice</i> comes a powerful exploration of regret, forgiveness, freedom, and what it means to be alive.</b>",Hardcover,Fiction,March,307,Scout Press,4.13,Every Note Played,2018.0,0
Jodi Picoult,"The warm fall day starts like any other at the Center—a women’s reproductive health services clinic—its staff offering care to anyone who passes through its doors. Then, in late morning, a desperate and distraught gunman bursts in and opens fire, taking all inside hostage.",Hardcover,Fiction,October,352,Ballantine Books,3.69,A Spark of Light,2018.0,0
Curtis Sittenfeld,A suburban mother of two fantasizes about the downfall of an old friend whose wholesome lifestyle empire may or may not be built on a lie. A high-powered lawyer honeymooning with her husband is caught off guard by the appearance of the girl who tormented her in high school. A shy Ivy League student learns the truth about a classmate’s seemingly enviable life.,Hardcover,Short Stories,April,226,Random House,3.78,"You Think It, I'll Say It",2018.0,0
Katherine Center,<b>From the author of <i>Happiness for Beginners</i> comes an unforgettable love story about finding joy even in the darkest of circumstances.</b>,Hardcover,Fiction,May,320,St. Martin's Press,4.09,How to Walk Away,2018.0,0
Meghan MacLean Weir,"<b>A debut novel of family, fame, and religion that tells the emotionally stirring, wildly captivating story of the seventeen-year-old daughter of an evangelical preacher, star of the family's hit reality show, and the secret pregnancy that threatens to blow their entire world apart.</b>",Hardcover,Fiction,June,319,Knopf Publishing Group,3.98,The Book of Essie,2018.0,0
Yaa Gyasi,"A novel of breathtaking sweep and emotional power that traces three hundred years in Ghana and along the way also becomes a truly great American novel. Extraordinary for its exquisite language, its implacable sorrow, its soaring beauty, and for its monumental portrait of the forces that shape families and nations, ",Hardcover,Historical,June,320,Alfred A. Knopf,4.42,Homegoing,2016.0,1
Colson Whitehead,"Cora is a slave on a cotton plantation in Georgia. Life is hellish for all the slaves but especially bad for Cora; an outcast even among her fellow Africans, she is coming into womanhood - where even greater pain awaits. When Caesar, a recent arrival from Virginia, tells her about the Underground Railroad, they decide to take a terrifying risk and escape. Matters do not go",Hardcover,Historical,August,306,Doubleday Books,4.03,The Underground Railroad,2016.0,1
Paul Kalanithi,"For readers of Atul Gawande, Andrew Solomon, and Anne Lamott, a profoundly moving, exquisitely observed memoir by a young neurosurgeon faced with a terminal cancer diagnosis who attempts to answer the question What makes a life worth living?",Kindle Edition,Nonfiction,January,208,Random House,4.34,When Breath Becomes Air,2016.0,1
Matthew Desmond,"<b><i>New York Times </i>Bestseller<br/><br/>From Harvard sociologist and MacArthur ""Genius"" Matthew Desmond, a landmark work of scholarship and reportage that will forever change the way we look at poverty in America</b>",Hardcover,Nonfiction,March,418,Crown,4.49,Evicted: Poverty and Profit in the American City,2016.0,1
Ian McGuire,LONGLISTED FOR THE MAN BOOKER PRIZE 2016,Hardcover,Historical,March,272,Henry Holt and Co.,4.0,The North Water,2016.0,1
Han Kang,"Before the nightmare, Yeong-hye and her husband lived an ordinary life. But when splintering, blood-soaked images start haunting her thoughts, Yeong-hye decides to purge her mind and renounce eating meat. In a country where societal mores are strictly obeyed, Yeong-hye's decision to embrace a more “plant-like” existence is a shocking act of subversion. And as her passive r",Hardcover,Fiction,February,188,Hogarth Press,3.58,The Vegetarian,2007.0,1
Karan Mahajan,FINALIST FOR THE NATIONAL BOOK AWARD 2016,Hardcover,Fiction,March,288,Viking,3.57,The Association of Small Bombs,2016.0,1
Ann Patchett,<strong>#1 <em>New York Times </em>Bestseller</strong>,Hardcover,Fiction,September,336,Harper,3.81,Commonwealth,2016.0,1
Elizabeth Strout,The profound mother-daughter bond is explored through a mother's hospital visit to her estranged daughter by the Pulitzer Prize-winning author of Olive Kitteridge and The Burgess Boys.,Hardcover,Fiction,January,193,Random House,3.51,My Name Is Lucy Barton,2016.0,1
Zadie Smith,"Two brown girls dream of being dancers--but only one, Tracey, has talent. The other has ideas: about rhythm and time, about black bodies and black music, about what constitutes a tribe, or makes a person truly free. It's a close but complicated childhood friendship that ends abruptly in their early twenties, never to be revisited, but never quite forgotten, either.",Hardcover,Fiction,November,453,Hamish Hamilton,3.57,Swing Time,2016.0,1
Madeleine Thien,"“In a single year, my father left us twice. The first time, to end his marriage, and the second, when he took his own life. I was ten years old.”",Hardcover,Fiction,October,480,W. W. Norton  Company,3.91,Do Not Say We Have Nothing,2016.0,1
Nathan  Hill,"A hilarious and deeply touching debut novel about a son, the mother who left him as a child, and how his search to uncover the secrets of her life leads him to reclaim his own.",Hardcover,Fiction,August,640,Knopf,4.09,The Nix,2016.0,1
Deborah Levy,"Sofia, a young anthropologist, has spent much of her life trying to solve the mystery of her mother's unexplainable illness. She's frustrated with Rose and her constant complaints but utterly relieved to be called to abandon her own disappointing fledgling adult life. She and Rose travel to the searing, arid coast of southern Spain to see a famous consultant, Dr. Gomez—the",Hardcover,Fiction,July,218,Bloomsbury USA,3.4,Hot Milk,2016.0,1
Jane Mayer,"Why is America living in an age of profound economic inequality? Why, despite the desperate need to address climate change, have even modest environmental efforts been defeated again and again? Why have protections for employees been decimated? Why do hedge-fund billionaires pay a far lower tax rate than middle-class workers?",ebook,Nonfiction,January,464,Doubleday,4.36,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,2016.0,1
Affinity Konar,"Pearl is in charge of: the sad, the good, the past.",Hardcover,Historical,September,344,Lee Boudreaux Books,3.86,Mischling,2016.0,1
Noah Hawley,"On a foggy summer night, eleven people—ten privileged, one down-on-his-luck painter—depart Martha's Vineyard on a private jet headed for New York. Sixteen minutes later, the unthinkable happens: the plane plunges into the ocean. The only survivors are the painter Scott Burroughs and a four-year-old boy, who is now the last remaining member of an immensely wealthy and power",Hardcover,Fiction,May,391,Grand Central Publishing,3.74,Before the Fall,2016.0,1
Svetlana Alexievich,"<p>From the 2015 winner of the Nobel Prize in Literature, Svetlana Alexievich, comes the first English translation of her latest work, an oral history of the disintegration of the Soviet Union and the emergence of a new Russia.</p>",Kindle Edition,Nonfiction,May,496,Text Publishing,4.43,Secondhand Time: The Last of the Soviets,2013.0,1
Ian McEwan,"<b>Nutshell is a classic story of murder and deceit, told by a narrator with a perspective and voice unlike any in recent literature. A bravura performance, it is the finest recent work from a true master.</b>",Hardcover,Fiction,September,208,Nan A. Talese,3.69,Nutshell,2016.0,1
Hisham Matar,"From Man Booker Prize and National Book Critics Circle Award finalist Hisham Matar, a memoir of his journey home to his native Libya in search of answers to his father's disappearance. In 2012, after the overthrow of Qaddafi, the acclaimed novelist Hisham Matar journeys to his native Libya after an absence of thirty years.      ",Hardcover,Nonfiction,July,288,Knopf Canada,4.14,"The Return: Fathers, Sons, and the Land in Between",2016.0,1
Carol  Anderson,"<b>From the Civil War to our combustible present, acclaimed historian Carol Anderson reframes our continuing conversation about race, chronicling the powerful forces opposed to black progress in America.</b>",Hardcover,Nonfiction,May,256,Bloomsbury USA,4.42,White Rage: The Unspoken Truth of Our Racial Divide,2016.0,1
Louise Erdrich,"In this literary masterwork, Louise Erdrich, the bestselling author of the National Book Award-winning ",Hardcover,Fiction,May,372,Harper,3.87,LaRose,2016.0,1
Michael Chabon,Following on the heels of his ,Hardcover,Fiction,November,430,Harper,3.82,Moonglow,2016.0,1
Don DeLillo,"The wisest, richest, funniest, and most moving novel in years from Don DeLillo, one of the great American novelists of our time—an ode to language, at the heart of our humanity, a meditation on death, and an embrace of life.",Hardcover,Fiction,May,274,Scribner,3.2,Zero K,2016.0,1
Jonathan Safran Foer,A monumental new novel from the bestselling author of ,Paperback,Fiction,August,571,Hamish Hamilton,3.64,Here I Am,2016.0,1
David Szalay,"<b>A magnificent and ambitiously conceived portrait of contemporary life, by a genius of realism.</b>",Paperback,Fiction,September,448,Jonathan Cape,3.66,All That Man Is,2016.0,1
Max Porter,"In a London flat, two young boys face the unbearable sadness of their mother's sudden death. Their father, a Ted Hughes scholar and scruffy romantic, imagines a future of well-meaning visitors and emptiness.",Hardcover,Poetry,September,114,Faber & Faber,3.87,Grief is the Thing with Feathers,2015.0,1
Jacqueline Woodson,"Running into a long-ago friend sets memories from the 1970s in motion for August, transporting her to a time and a place where friendship was everything—until it wasn’t. For August and her girls, sharing confidences as they ambled through neighborhood streets, Brooklyn was a place where they believed that they were beautiful, talented, brilliant—a part of a future that bel",Hardcover,Fiction,August,177,Amistad,3.86,Another Brooklyn,2016.0,1
Hope Jahren,"Acclaimed scientist Hope Jahren has built three laboratories in which she’s studied trees, flowers, seeds, and soil. Her first book is a revelatory treatise on plant life—but it is also so much more. ",Hardcover,Nonfiction,April,290,Knopf,4.03,Lab Girl,2016.0,1
Annie Proulx,"In the late seventeenth century two penniless young Frenchmen, René Sel and Charles Duquet, arrive in New France. Bound to a feudal lord, a “",Hardcover,Fiction,June,717,Scribner,3.76,Barkskins,2016.0,1
Cathy O'Neil,<b>A former Wall Street quant sounds an alarm on mathematical modeling—a pervasive new force in society that threatens to undermine democracy and widen inequality.</b>,Hardcover,Nonfiction,September,259,Crown,3.87,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,2016.0,1
C.E. Morgan,"Hellsmouth, a wilful thoroughbred filly, has the legacy of a family riding on her.",Hardcover,Fiction,May,545,4th Estate,3.59,The Sport of Kings,2016.0,1
Imbolo Mbue,"<b>A compulsively readable debut novel about marriage, immigration, class, race, and the trapdoors in the American Dream—the unforgettable story of a young Cameroonian couple making a new life in New York just as the Great Recession upends the economy<br/><br/>Named one of BuzzFeed’s “Incredible New Books You Need to Read This Summer”</b>",Hardcover,Fiction,August,380,Random House,3.95,Behold the Dreamers,2016.0,1
Eileen Myles,"A collection of thrilling new and beloved past work from one of America's most celebrated poets, Eileen Myles, a cult icon and modern favorite",ebook,Poetry,September,368,Ecco,4.19,I Must Be Living Twice: New and Selected Poems,2015.0,1
Richard Russo,"Richard Russo, at the very top of his game, now returns to North Bath, in upstate New York, and the characters who made Nobody's Fool (1993) a ""confident, assured novel that sweeps the reader up,"" according to the San Francisco Chronicle back then. ""Simple as family love, yet nearly as complicated."" Or, as The Boston Globe put it, ""a big, rambunctious novel with endless ri",Hardcover,Fiction,May,477,Knopf,4.08,Everybody's Fool,2016.0,1
Bruce Springsteen,"“Writing about yourself is a funny business…But in a project like this, the writer has made one promise, to show the reader his mind. In these pages, I’ve tried to do this.” —Bruce Springsteen, from the pages of ",Hardcover,Nonfiction,September,528,Simon  Schuster,4.19,Born to Run,2016.0,1
Juan Gabriel Vásquez,From the brilliant mind of the author of ,Hardcover,Fiction,September,193,Riverhead Books,3.7,Reputations,2006.0,1
