author,description,format,genre,month,pages,publisher,rating,title,year
Alice Oseman,"For Angel Rahimi, life is only about one thing: The Ark – a pop-rock trio of teenage boys who are currently taking the world by storm. Being part of The Ark’s fandom has given her everything – her friendships, her dreams, her place in the world.",Kindle Edition,Contemporary,May,400,Harper Collins Children's Books,4.29,I Was Born for This,2018
Sarina Bowen,<i>A YA novel from USA Today bestselling author Sarina Bowen.</i>,Paperback,Young Adult,June,320,Tuxbury Publishing LLC,4.11,The Accidentals,2018
Sarah J. Maas,"Years in the making, Sarah J. Maas’s #1 New York Times bestselling Throne of Glass series draws to an epic, unforgettable conclusion. Aelin Galathynius’s journey from slave to king’s assassin to the queen of a once-great kingdom reaches its heart-rending finale as war erupts across her world. . .",Hardcover,Fantasy,October,984,Bloomsbury YA,4.66,Kingdom of Ash,2018
Tomi Adeyemi,They killed my mother.,Hardcover,Fantasy,March,525,Henry Holt Books for Young Readers,4.24,Children of Blood and Bone,2018
Holly Black,"<i>Of course I want to be like them. They’re beautiful as blades forged in some divine fire. They will live forever.<br/><br/>And Cardan is even more beautiful than the rest. I hate him more than all the others. I hate him so much that sometimes when I look at him, I can hardly breathe.</i>",Hardcover,Fantasy,January,370,"Little, Brown Books for Young Readers",4.18,The Cruel Prince,2018
Victoria Aveyard,<b>Victory comes at a price.</b>,Hardcover,Fantasy,May,662,HarperTeen,3.89,War Storm,2018
Sarah J. Maas,<i>Hope warms the coldest night.</i>,Hardcover,Fantasy,May,229,Bloomsbury YA,3.92,A Court of Frost and Starlight,2018
Amie Kaufman,"Kady, Ezra, Hanna, and Nik narrowly escaped with their lives from the attacks on Heimdall station and now find themselves crammed with 2,000 refugees on the container ship, Mao. With the jump station destroyed and their resources scarce, the only option is to return to Kerenza—but who knows what they'll find seven months after the invasion? ",Hardcover,Science Fiction,March,628,Knopf Books for Young Readers,4.57,Obsidio,2018
Neal Shusterman,"Rowan has gone rogue, and has taken it upon himself to put the Scythedom through a trial by fire. Literally. In the year since Winter Conclave, he has gone off-grid, and has been striking out against corrupt scythes—not only in MidMerica, but across the entire continent. He is a dark folk hero now—“Scythe Lucifer”—a vigilante taking down corrupt scythes in flames.",Hardcover,Young Adult,January,504,Simon & Schuster Books for Young Readers,4.53,Thunderhead,2018
Tahereh Mafi,"Juliette Ferrars thought she'd won. She took over Sector 45, was named the new Supreme Commander, and now has Warner by her side. But she's still the girl with the ability to kill with a single touch—and now she's got the whole world in the palm of her hand. When tragedy hits, who will she become? Will she be able to control the power she wields and use it for good?",Hardcover,Young Adult,March,435,HarperCollins,4.26,Restore Me,2018
Sabaa Tahir,<b>The highly anticipated third book in Sabaa Tahir's <i>New York Times</i> bestselling EMBER QUARTET.</b>,Hardcover,Fantasy,June,464,Razorbill,4.27,A Reaper at the Gates,2018
Marie Lu,"Emika Chen barely made it out of the Warcross Championships alive. Now that she knows the truth behind Hideo's new NeuroLink algorithm, she can no longer trust the one person she's always looked up to, who she once thought was on her side.",ebook,Young Adult,September,352,G.P. Putnam's Sons Books for Young Readers,4.03,Wildcard,2018
Dhonielle Clayton,"Camellia Beauregard is a Belle. In the opulent world of Orléans, Belles are revered, for they control Beauty, and Beauty is a commodity coveted above all else. In Orléans, the people are born gray, they are born damned, and only with the help of a Belle and her talents can they transform and be made beautiful.",Hardcover,Fantasy,February,440,Disney-Hyperion,3.88,The Belles,2018
Justina Ireland,"Jane McKeene was born two days before the dead began to walk the battlefields of Gettysburg and Chancellorsville—derailing the War Between the States and changing America forever. In this new nation, safety for all depends on the work of a few, and laws like the Native and Negro Reeducation Act require certain children attend combat schools to learn to put down the dead. B",Hardcover,Young Adult,April,455,Balzer + Bray,4.18,Dread Nation,2018
Veronica Roth,<i>Fate brought them together. Now it will divide them.</i>,Hardcover,Fantasy,April,443,Katherine Tegen Books,3.94,The Fates Divide,2018
Adrienne Young,"<b>Part Wonder Woman, part <i>Vikings</i>—and all heart.</b>",Hardcover,Fantasy,April,340,Wednesday Books,4.05,Sky in the Deep,2018
Laini Taylor,<b>Sarai has lived and breathed nightmares since she was six years old.<br/><br/>She believed she knew every horror and was beyond surprise.<br/><br/>She was wrong.</b>,Hardcover,Fantasy,October,514,"Little, Brown Books for Young Readers",4.54,Muse of Nightmares,2018
Brandon Sanderson,"<b> <b>From Brandon Sanderson, the #1 </b> <b> <i>New York Times</i> </b> <b> bestselling author of the Reckoners series, </b> <b> <i>Words of Radiance, </i> </b> <b> and the internationally bestselling Mistborn series, comes the first book in an epic new series about a girl who dreams of becoming a pilot in a dangerous world at war with aliens.</b> </b>",Hardcover,Science Fiction,November,528,Delacorte Press,4.52,Skyward,2018
Melissa Albert,"Seventeen-year-old Alice and her mother have spent most of Alice’s life on the road, always a step ahead of the uncanny bad luck biting at their heels. But when Alice’s grandmother, the reclusive author of a cult-classic book of pitch-dark fairy tales, dies alone on her estate, the Hazel Wood, Alice learns how bad her luck can really get: her mother is stolen away―by a fig",Hardcover,Fantasy,January,359,Flatiron Books,3.61,The Hazel Wood,2018
Stephanie Garber,A heart to protect. A debt to repay. A game to win.,Hardcover,Fantasy,May,451,Flatiron Books,4.27,Legendary,2018
Jay Kristoff,"On a floating junkyard beneath a radiation sky, a deadly secret lies buried in the scrap.",Hardcover,Science Fiction,May,402,Knopf Books for Young Readers,4.09,Lifel1k3,2018
Susan Dennard,"<b>From <i>New York Times</i> bestselling author Susan Dennard, <i>Sightwitch</i> is an illustrated novella set in the Witchlands and told through Ryber’s journal entries and sketches.</b>",Hardcover,Fantasy,February,240,Tor Teen,4.04,Sightwitch,2018
Rick Riordan,"The formerly glorious god Apollo, cast down to earth in punishment by Zeus, is now an awkward mortal teenager named Lester Papadopoulos. In order to regain his place on Mount Olympus, Lester must restore five Oracles that have gone dark. But he has to achieve this impossible task without having any godly powers and while being duty-bound to a confounding young daughter of",Hardcover,Fantasy,May,431,Disney-Hyperion,4.38,The Burning Maze,2018
Victoria Schwab,"Cassidy Blake's parents are The Inspectres, a (somewhat inept) ghost-hunting team. But Cass herself can REALLY see ghosts. In fact, her best friend, Jacob, just happens to be one.",ebook,Fantasy,August,272,Scholastic,3.97,City of Ghosts,2018
Neil Patrick Harris,"<b>From award-winning actor, Neil Patrick Harris, comes the magical first book in a new series with plenty of tricks up its sleeve. </b>",Hardcover,Childrens,November,256,"Little, Brown Books for Young Readers",3.89,The Magic Misfits,2017
Roshani Chokshi,"Twelve-year-old Aru Shah has a tendency to stretch the truth in order to fit in at school. While her classmates are jetting off to family vacations in exotic locales, she'll be spending her autumn break at home, in the Museum of Ancient Indian Art and Culture, waiting for her mom to return from her latest archeological trip. Is it any wonder that Aru makes up stories about",Hardcover,Fantasy,March,355,Rick Riordan Presents,4.13,Aru Shah and the End of Time,2018
Aisha Saeed,"Life is quiet and ordinary in Amal's Pakistani village, but she had no complaints, and besides, she's busy pursuing her dream of becoming a teacher one day. Her dreams are temporarily dashed when—as the eldest daughter—she must stay home from school to take care of her siblings. Amal is upset, but she doesn't lose hope and finds ways to continue learning. Then the unimagin",Hardcover,Childrens,May,240,Nancy Paulsen Books,4.25,Amal Unbound,2018
Jewell Parker Rhodes,"<b>A heartbreaking and powerful story about a black boy killed by a police officer, drawing connections through history, from award-winning author Jewell Parker Rhodes.</b>",Hardcover,Childrens,April,224,"Little, Brown Books for Young Readers",4.38,Ghost Boys,2018
Jeanne Birdsall,"The finale you've all been waiting for: The Penderwicks at Last is the final, flawless installment in the modern classic series from National Book Award winner and New York Times bestselling author Jeanne Birdsall!",Hardcover,Childrens,May,256,Alfred A. Knopf Books for Young Readers,4.07,The Penderwicks at Last,2018
Robert  Beatty,<i>Move without a sound. Steal without a trace.</i>,Hardcover,Fantasy,July,384,Disney-Hyperion,4.24,Willa of the Wood,2018
Stacy McAnulty,"Lucy Callahan was struck by lightning. She doesn't remember it, but it changed her life forever. The zap gave her genius-level math skills, and ever since, Lucy has been homeschooled. Now, at 12 years old, she's technically ready for college. She just has to pass 1 more test — middle school!",Hardcover,Childrens,May,294,Random House,4.24,The Miscalculations of Lightning Girl,2018
Wendy Mass,"A classic middle-grade tale of magic and friendship, about a girl who helps an old friend find home, by two New York Times–bestselling authors Wendy Mass and Rebecca Stead.",Hardcover,Fantasy,May,208,Feiwel & Friends,4.09,Bob,2018
Kelly Yang,Mia Tang has a lot of secrets.,Hardcover,Childrens,May,304,Arthur A. Levine Books,4.38,Front Desk,2018
Jason Reynolds,Sunny tries to shine despite his troubled past in this third novel in the critically acclaimed Track series from National Book Award finalist Jason Reynolds.,Hardcover,Childrens,April,159,Atheneum/Caitlyn Dlouhy Books,4.10,Sunny,2018
Erin Entrada Kelly,"Funny and poignant, ",Hardcover,Childrens,April,304,Greenwillow Books,3.78,You Go First,2018
Veera Hiranandani,"It's 1947, and India, newly independent of British rule, has been separated into two countries: Pakistan and India. The divide has created much tension between Hindus and Muslims, and hundreds of thousands are killed crossing borders. ",Hardcover,Historical,March,272,Kokila,4.19,The Night Diary,2018
Sayantani DasGupta,MEET KIRANMALA: INTERDIMENSIONAL DEMON SLAYER,Hardcover,Fantasy,February,351,Scholastic,3.86,The Serpent's Secret,2018
Kate DiCamillo,From two-time Newbery Medalist Kate DiCamillo comes a story of discovering who you are — and deciding who you want to be.,Hardcover,Childrens,October,240,Candlewick Press (MA,4.39,Louisiana's Way Home,2018
Holly Black,The excitement and magic continue in book five of Magisterium.,Hardcover,Fantasy,September,256,Scholastic Press,4.09,The Golden Tower,2018
Brandon Mull,"War has come to the dragon sanctuaries of the world and nowhere is the danger more intense than at Wyrmroost. After a humiliating defeat at the hands of Kendra and Seth, Celebrant, King of Dragons, prepares to unleash his fury and take control of his native preserve. Armed with information from a new ally Ronodin, the dark unicorn Celebrant seeks a legendary talisman the d",Hardcover,Fantasy,October,416,Shadow Mountain,4.42,Wrath of the Dragon King,2018
Katherine Arden,"Bestselling adult author of The Bear and the Nightingale makes her middle grade debut with a creepy, spellbinding ghost story destined to become a classic",Hardcover,Childrens,September,218,G.P. Putnam's Sons Books for Young Readers,4.05,Small Spaces,2018
Amy Makechnie,"A ten-year-old girl is determined to find her missing neighbor, but the answers lead her to places and people she never expected—and maybe even one she’s been running away from—in this gorgeous debut novel that’s perfect for fans of ",Hardcover,Childrens,June,336,Atheneum Books for Young Readers,4.16,The Unforgettable Guinevere St. Clair,2018
Grace Byers,<strong><em>I Am Enough</em> is the picture book everyone needs</strong>,Hardcover,Childrens,March,32,Balzer + Bray,4.16,I Am Enough,2018
Jill Twiss,HBO's Emmy-winning ,Hardcover,Childrens,March,32,Chronicle Books,4.75,A Day in the Life of Marlon Bundo,2018
Vashti Harrison,"Featuring forty trailblazing black women in American history, ",Hardcover,Nonfiction,December,88,"Little, Brown Books for Young Readers",4.60,Little Leaders: Bold Women in Black History,2017
Ryan T.  Higgins,"It's the first day of school for Penelope Rex, and she can't wait to meet her classmates. But it's hard to make human friends when they're so darn delicious! That is, until Penelope gets a taste of her own medicine and finds she may not be at the top of the food chain after all. . . .",Hardcover,Childrens,June,40,Disney-Hyperion,4.51,We Don't Eat Our Classmates,2018
Marianna Coppo,"<b>The humorous adventures of an irresistible little rock who finds herself in constantly changing circumstances, <i>Petra</i> is a picture book that celebrates the power of perspective and believing in yourself.</b>",Hardcover,Childrens,February,96,Tundra Books (NY,3.96,Petra,2018
Cori Doerrfeld,"<b>A universal, deeply moving exploration of grief and empathy</b>",Hardcover,Childrens,February,40,Dial Books,4.39,The Rabbit Listened,2018
Sophie Blackall,<b>A new picture book that will transport readers to the seaside.</b>,Hardcover,Childrens,April,48,"Little, Brown Books for Young Readers",4.36,Hello Lighthouse,2018
Terry Fan,Finn lives by the sea and the sea lives by him. Every time he looks out his window it’s a constant reminder of the stories his grandfather told him about the place where the ocean meets the sky. Where whales and jellyfish soar and birds and castles float.,Hardcover,Childrens,May,48,Simon  Schuster Books for Young Readers,4.23,Ocean Meets Sky,2018
Matt de la Pena,<b> <b>From Newbery Medal-winning author Matt de la Peña and bestselling illustrator Loren Long comes a story about the strongest bond there is and the diverse and powerful ways it connects us all.</b> </b>,Hardcover,Childrens,January,40,G.P. Putnam's Sons Books for Young Readers,4.26,Love,2018
Jessica    Love,"<b>In an exuberant picture book, a glimpse of costumed mermaids leaves one boy flooded with wonder and ready to dazzle the world.</b>",Hardcover,Childrens,May,40,Candlewick,4.43,Julián Is a Mermaid,2018
Peter H. Reynolds,<i>Some people collect stamps.<br/>Some people collect coins.<br/>Some people collect art.<br/>And Jerome?<br/>Jerome collected words . . . </i>,Hardcover,Childrens,January,40,Orchard Books,4.25,The Word Collector,2018
Brian Selznick,Who is Baby Monkey?,Hardcover,Childrens,February,192,Scholastic Press,3.89,"Baby Monkey, Private Eye",2018
Minh Lê,"When a young boy visits his grandfather, their lack of a common language leads to confusion, frustration, and silence. But as they sit down to draw together, something magical happens-with a shared love of art and storytelling, the two form a bond that goes beyond words.",Hardcover,Childrens,June,40,Disney-Hyperion,4.28,Drawn Together,2018
Junot Díaz,<b>From <em>New York Times</em> bestseller and Pulitzer Prize winner Junot Díaz comes a debut picture book about the magic of memory and the infinite power of the imagination.</b>,Hardcover,Childrens,March,48,Dial Books                          (first published 2018,4.48,Islandborn,2018
Junot Díaz,<b>From <em>New York Times</em> bestseller and Pulitzer Prize winner Junot Díaz comes a debut picture book about the magic of memory and the infinite power of the imagination.</b>,Hardcover,Childrens,March,48,Dial Books                          (first published 2018,4.48,Islandborn,2018
Jacqueline Woodson,"National Book Award winner Jacqueline Woodson and two-time Pura Belpre Illustrator Award winner Rafael Lopez have teamed up to create a poignant, yet heartening book about finding courage to connect, even when you feel scared and alone.",Hardcover,Childrens,August,32,Nancy Paulsen Books,4.55,The Day You Begin,2018
Daniel Haack,"In this modern fairy tale, a noble prince and a brave knight come together to defeat a terrible monster and in the process find true love in a most unexpected place.",Hardcover,Childrens,May,40,Little Bee Books,4.40,Prince & Knight,2018
Jillian Tamaki,Caldecott and Printz Honor-winning illustrator Jillian Tamaki brings us a poetic exploration of colour and nature from a young child’s point of view. ,Hardcover,Childrens,March,40,Groundwood Books,3.87,They Say Blue,2018
Matt Haig,"From number one bestselling author Matt Haig comes a hilarious and heartwarming story, brilliantly illustrated throughout by Chris Mould Wherever she is, whatever the day, She only has one kind of thing to say. Just as cats go miaow and cows go moo, The Truth Pixie can only say things that are true.",Hardcover,Poetry,October,119,Canongate Books,4.30,The Truth Pixie,2018
Jen Campbell,"Luna’s best friend, Franklin, is a dragon. They love to read stories about everything from trampolining to deep-sea diving. One day, they are reading about where werewolves live and Franklin begins to wonder where he is from. He is 605 years old and has no idea where to find other dragons!",Hardcover,Childrens,September,32,Thames & Hudson,4.29,Franklin and Luna Go to the Moon,2018
Jojo Moyes,"<b>From the #1 New York Times bestselling author Jojo Moyes, a new book featuring her iconic heroine of <i>Me Before You</i> and <i>After You</i>, Louisa Clark.</b>",Hardcover,Fiction,January,390,Pamela Dorman Books,4.19,Still Me,2018
Tayari Jones,"Newlyweds Celestial and Roy are the embodiment of both the American Dream and the New South. He is a young executive, and she is an artist on the brink of an exciting career. But as they settle into the routine of their life together, they are ripped apart by circumstances neither could have imagined. In this deft exploration of love, loyalty, race, justice, and both Black",Hardcover,Fiction,February,308,Algonquin Books                          (first published January 29th 2018,4.01,An American Marriage,2018
Fredrik Backman,"After everything that the citizens of Beartown have gone through, they are struck yet another blow when they hear that their beloved local hockey team will soon be disbanded. What makes it worse is the obvious satisfaction that all the former Beartown players, who now play for a rival team in Hed, take in that fact. Amidst the mounting tension between the two rivals, a sur",Hardcover,Fiction,June,448,Atria Books                          (first published August 21st 2017,4.38,Us Against You,2017
Liane Moriarty,"Could ten days at a health resort really change you forever? In Liane Moriarty’s latest page-turner, nine perfect strangers are about to find out...",Hardcover,Fiction,November,453,Flatiron Books                          (first published October 2018,3.58,Nine Perfect Strangers,2018
Hank Green,"<b>In his much-anticipated debut novel, Hank Green--cocreator of Crash Course, Vlogbrothers, and SciShow--spins a sweeping, cinematic tale about a young woman who becomes an overnight celebrity before realizing she's part of something bigger, and stranger, than anyone could have possibly imagined.</b>",Hardcover,Fiction,September,343,Dutton,4.13,An Absolutely Remarkable Thing,2018
Haruki Murakami,The epic new novel from the internationally acclaimed and best-selling author of 1Q84,Hardcover,Fiction,October,688,Knopf Publishing Group                          (first published February 24th 2017,3.93,Killing Commendatore,2017
Tommy Orange,"Fierce, angry, funny, heartbreaking—Tommy Orange’s first novel is a wondrous and shattering portrait of an America few of us have ever seen, and it introduces a brilliant new author at the start of a major career. ",Hardcover,Fiction,June,294,Knopf,4.07,There There,2018
Shobha Rao,"A searing, electrifying debut novel set in India and America, about a once-in-a-lifetime friendship between two girls who are driven apart but never stop trying to find one another again.",Hardcover,Fiction,March,304,Flatiron Books,3.81,Girls Burn Brighter,2018
Emily Giffin,"<b>In the riveting new novel from the #1 New York Times bestselling author of First Comes Love and Something Borrowed, three very different people must choose between their family and their values.</b>",Hardcover,Fiction,June,400,Ballantine Books,3.91,All We Ever Wanted,2018
Lisa Genova,"<b>From neuroscientist and <i>New York Times</i> bestselling author of <i>Still Alice</i> comes a powerful exploration of regret, forgiveness, freedom, and what it means to be alive.</b>",Hardcover,Fiction,March,307,Scout Press,4.13,Every Note Played,2018
Meg Wolitzer,"Greer Kadetsky is a shy college freshman when she meets the woman she hopes will change her life. Faith Frank, dazzlingly persuasive and elegant at sixty-three, has been a central pillar of the women's movement for decades, a figure who inspires others to influence the world. Upon hearing Faith speak for the first time, Greer--madly in love with her boyfriend, Cory, but st",Hardcover,Fiction,April,454,Riverhead Books,3.64,The Female Persuasion,2018
Fatima Farheen Mirza,<i>A Place for Us</i>,Hardcover,Fiction,June,385,SJP for Hogarth,4.17,A Place for Us,2018
Jodi Picoult,"The warm fall day starts like any other at the Center—a women’s reproductive health services clinic—its staff offering care to anyone who passes through its doors. Then, in late morning, a desperate and distraught gunman bursts in and opens fire, taking all inside hostage.",Hardcover,Fiction,October,352,Ballantine Books,3.69,A Spark of Light,2018
Ottessa Moshfegh,"A shocking, hilarious and strangely tender novel about a young woman’s experiment in narcotic hibernation, aided and abetted by one of the worst psychiatrists in the annals of literature. Our narrator has many of the advantages of life, on the surface. Young, thin, pretty, a recent Columbia graduate, she lives in an apartment on the Upper East Side of Manhattan paid for, l",Paperback,Fiction,July,304,Jonathan Cape                          (first published July 10th 2018,3.76,My Year of Rest and Relaxation,2018
Mira T. Lee,"Two Chinese-American sisters—Miranda, the older, responsible one, always her younger sister’s protector; Lucia, the headstrong, unpredictable one, whose impulses are huge and, often, life changing. When Lucia starts hearing voices, it is Miranda who must find a way to reach her sister. Lucia impetuously plows ahead, but the bitter constant is that she is, in fact, mentally",Hardcover,Fiction,January,368,Pamela Dorman Books,3.95,Everything Here Is Beautiful,2018
Richard Powers,"An Air Force loadmaster in the Vietnam War is shot out of the sky, then saved by falling into a banyan. An artist inherits a hundred years of photographic portraits, all of the same doomed American chestnut. A hard-partying undergraduate in the late 1980s electrocutes herself, dies, and is sent back into life by creatures of air and light. A hearing- and speech-impaired sc",Hardcover,Fiction,April,502,W. W. Norton & Company,4.25,The Overstory,2018
Curtis Sittenfeld,A suburban mother of two fantasizes about the downfall of an old friend whose wholesome lifestyle empire may or may not be built on a lie. A high-powered lawyer honeymooning with her husband is caught off guard by the appearance of the girl who tormented her in high school. A shy Ivy League student learns the truth about a classmate’s seemingly enviable life.,Hardcover,Short Stories,April,226,Random House,3.78,"You Think It, I'll Say It",2018
Katherine Center,<b>From the author of <i>Happiness for Beginners</i> comes an unforgettable love story about finding joy even in the darkest of circumstances.</b>,Hardcover,Fiction,May,320,St. Martin's Press,4.09,How to Walk Away,2018
Meghan MacLean Weir,"<b>A debut novel of family, fame, and religion that tells the emotionally stirring, wildly captivating story of the seventeen-year-old daughter of an evangelical preacher, star of the family's hit reality show, and the secret pregnancy that threatens to blow their entire world apart.</b>",Hardcover,Fiction,June,319,Knopf Publishing Group,3.98,The Book of Essie,2018
Rachel Kushner,"It’s 2003 and Romy Hall is at the start of two consecutive life sentences at Stanville Women’s Correctional Facility, deep in California’s Central Valley. Outside is the world from which she has been severed: the San Francisco of her youth and her young son, Jackson. Inside is a new reality: thousands of women hustling for the bare essentials needed to survive; the bluffin",Hardcover,Fiction,May,338,Scribner,3.53,The Mars Room,2018
